 	0-1                                                                                                                                                                                                                                                                                                         	°C                                                                                                                                                                                                                                                                                                          	g/kg                                                                                                                                                                                                                                                                                                        	°C                                                                                                                                                                                                                                                                                                          	°C                                                                                                                                                                                                                                                                                                          	°C                                                                                                                                                                                                                                                                                                          	°C                                                                                                                                                                                                                                                                                                          	°C                                                                                                                                                                                                                                                                                                          	°C                                                                                                                                                                                                                                                                                                          	°C                                                                                                                                                                                                                                                                                                          	°C                                                                                                                                                                                                                                                                                                          	°C                                                                                                                                                                                                                                                                                                          	g/kg                                                                                                                                                                                                                                                                                                        	%                                                                                                                                                                                                                                                                                                           	°C                                                                                                                                                                                                                                                                                                          	°C                                                                                                                                                                                                                                                                                                          	°C                                                                                                                                                                                                                                                                                                          	°C                                                                                                                                                                                                                                                                                                          	g/kg                                                                                                                                                                                                                                                                                                        	°C                                                                                                                                                                                                                                                                                                          	°C                                                                                                                                                                                                                                                                                                          	1/h                                                                                                                                                                                                                                                                                                         	m3                                                                                                                                                                                                                                                                                                          	0/1                                                                                                                                                                                                                                                                                                         	0                                                                                                                                                                                                                                                                                                           	
Period	Occupation_OFFICE        	Tamb                     	X_amb                    	Tamb_m24                 	Tamb_g24                 	Tset_cl_OFFICE           	Tset_ht_OFFICE           	Tair_OFFICE              	Top_OFFICE               	ATop_OFFICE              	ATair_OFFICE             	Tdp_OFFICE               	X_OFFICE                 	Arh_OFFICE               	Tsup_al_OFFICE           	Tout_al_OFFICE           	Tsurf_al_OFFICE          	Tsup_mv_OFFICE           	X_mv_OFFICE              	Tearthd_OFFICE           	Thrc_OFFICE              	ACR_tot_OFFICE           	Vol_OFFICE               	SHD_active_OFFICE        	Zero                     	
   2314.0000       0.0000      10.1500       4.5199       9.0682      11.7048      28.0000      20.0000      22.7041      22.7691       0.0000       0.0000       5.8896       5.7412       0.0000      23.2907      23.2907      23.1802      10.1500       4.5199      10.1500      19.5656       0.1000     252.0000       1.0000       0.0000
   2315.0000       0.0000      11.7500       4.4338       9.0761      11.7048      28.0000      20.0000      22.9747      23.0093       0.0000       0.0000       5.7832       5.6988       0.0000      23.2820      23.2820      23.2237      11.7500       4.4338      11.7500      20.1685       0.1000     252.0000       1.0000       0.0000
   2316.0000       0.0000      12.6000       4.3284       9.0920      11.7048      28.0000      20.0000      23.1309      23.1440       0.0000       0.0000       5.6766       5.6567       0.0000      23.2806      23.2806      23.2571      12.6000       4.3284      12.6000      20.4982       0.1000     252.0000       1.0000       0.0000
   2317.0000       0.0000      13.1500       4.1109       9.1215      11.7048      28.0000      20.0000      23.2192      23.2313       0.0000       0.0000       5.5554       5.6091       0.0000      23.2836      23.2836      23.2859      13.1500       4.1109      13.1500      20.7019       0.1000     252.0000       1.0000       0.0000
   2318.0000       0.0000      14.8000       3.9987       9.1902      11.7048      28.0000      20.0000      23.5245      23.5464       0.0000       0.0000       5.4244       5.5581       0.0000      23.2975      23.2975      23.3626      14.8000       3.9987      14.8000      21.3434       0.1000     252.0000       1.0000       0.0000
   2319.0000       0.0000      15.9000       3.8501       9.3238      11.7048      28.0000      20.0000      23.7465      23.7155       0.0000       0.0000       5.2860       5.5046       0.0000      23.3165      23.3165      23.4143      15.9000       3.8501      15.9000      21.7849       0.1000     252.0000       1.0000       0.0000
   2320.0000       0.0000      16.0500       3.8877       9.4729      11.7048      28.0000      20.0000      23.6802      23.6411       0.0000       0.0000       5.1432       5.4500       0.0000      23.3350      23.3350      23.4243      16.0500       3.8877      16.0500      21.7726       0.1000     252.0000       1.0000       0.0000
   2321.0000       0.0000      16.8500       4.0918       9.6776      11.7048      28.0000      20.0000      23.5779      23.5721       0.0000       0.0000       5.0176       5.4023       0.0000      23.3490      23.3490      23.4285      16.8500       4.0918      16.8500      21.8959       0.1000     252.0000       0.7500       0.0000
   2322.0000       0.0000      16.9500       4.2371      10.0217      11.7048      28.0000      20.0000      23.6598      23.6119       0.0000       0.0000       4.9103       5.3619       0.0000      23.3598      23.3598      23.4378      16.9500       4.2371      16.9500      21.9824       0.1000     252.0000       0.0000       0.0000
   2323.0000       0.0000      16.1500       4.2548      10.3395      11.7048      28.0000      20.0000      23.3986      23.3592       0.0000       0.0000       4.8138       5.3258       0.0000      23.3641      23.3641      23.3957      16.1500       4.2548      16.1500      21.5865       0.1000     252.0000       0.0000       0.0000
   2324.0000       0.0000      14.9000       4.1348      10.5979      11.7048      28.0000      20.0000      23.1401      23.1258       0.0000       0.0000       4.7147       5.2889       0.0000      23.3573      23.3573      23.3430      14.9000       4.1348      14.9000      21.0801       0.1000     252.0000       0.0000       0.0000
   2325.0000       0.0000      13.7500       3.9839      10.8176      11.7048      28.0000      20.0000      22.9356      22.9380       0.0000       0.0000       4.6053       5.2485       0.0000      23.3414      23.3414      23.2876      13.7500       3.9839      13.7500      20.6392       0.1000     252.0000       0.0000       0.0000
   2326.0000       0.0000      13.3000       3.8681      11.0503      11.7048      28.0000      20.0000      22.7886      22.8016       0.0000       0.0000       4.4868       5.2051       0.0000      23.3200      23.3200      23.2365      13.3000       3.8681      13.3000      20.4164       0.1000     252.0000       0.0000       0.0000
   2327.0000       0.0000      13.9000       3.7235      11.2998      11.7048      28.0000      20.0000      22.6979      22.7191       0.0000       0.0000       4.3605       5.1591       0.0000      23.2960      23.2960      23.1935      13.9000       3.7235      13.9000      20.4984       0.1000     252.0000       0.0000       0.0000
   2328.0000       0.0000      13.3000       4.6423      11.5808      11.7531      28.0000      20.0000      22.6394      22.6552       0.0000       0.0000       4.2573       5.1218       0.0000      23.2705      23.2705      23.1542      13.3000       4.6423      13.3000      20.3045       0.1000     252.0000       0.0000       0.0000
   2329.0000       0.0000      11.0000       5.8066      11.7444      11.8982      28.0000      20.0000      22.5002      22.5271       0.0000       0.0000       4.2767       5.1288       0.0000      23.2426      23.2426      23.1071      11.0000       5.8066      11.0000      19.6251       0.1000     252.0000       0.0000       0.0000
   2330.0000       0.0000       9.5500       5.9065      11.8352      11.8982      28.0000      20.0000      22.3596      22.3994       0.0000       0.0000       4.3486       5.1548       0.0000      23.2116      23.2116      23.0566       9.5500       5.9065       9.5500      19.1572       0.1000     252.0000       0.0000       0.0000
   2331.0000       0.0000       9.0500       5.7087      11.9100      11.8982      28.0000      20.0000      22.2456      22.2952       0.0000       0.0000       4.4062       5.1757       0.0000      23.1777      23.1777      23.0063       9.0500       5.7087       9.0500      18.9467       0.1000     252.0000       0.0000       0.0000
   2332.0000       0.0000       9.0500       5.5289      11.9999      11.8982      28.0000      20.0000      22.1691      22.2218       0.0000       0.0000       4.4471       5.1906       0.0000      23.1420      23.1420      22.9593       9.0500       5.5289       9.0500      18.8893       0.1000     252.0000       0.0000       0.0000
   2333.0000       0.0000       9.1000       5.1863      12.0924      11.8982      28.0000      20.0000      22.1078      22.1625       0.0000       0.0000       4.4633       5.1965       0.0000      23.1052      23.1052      22.9150       9.1000       5.1863       9.1000      18.8559       0.1000     252.0000       0.0000       0.0000
   2334.0000       0.0000       9.0500       4.9177      12.1781      11.8982      28.0000      20.0000      22.0578      22.1124       0.0000       0.0000       4.4479       5.1908       0.0000      23.0681      23.0681      22.8728       9.0500       4.9177       9.0500      18.8059       0.1000     252.0000       0.0000       0.0000
   2335.0000       0.0000       9.2000       4.8588      12.2690      11.8982      28.0000      20.0000      22.0584      22.1262       0.0000       0.0000       4.4201       5.1807       0.0000      23.0332      23.0332      22.8477       9.2000       4.8588       9.2000      18.8438       0.1000     252.0000       0.0000       0.0000
   2336.0000       0.0000       9.6500       4.8977      12.3674      11.8982      28.0000      20.0000      22.2804      22.3589       0.0000       0.0000       4.3920       5.1705       0.0000      23.0084      23.0084      22.8742       9.6500       4.8977       9.6500      19.1228       0.1000     252.0000       0.0000       0.0000
   2337.0000       0.0000       9.9500       4.9981      12.4441      11.8982      28.0000      20.0000      22.5960      22.6521       0.0000       0.0000       4.3719       5.1632       0.0000      22.9967      22.9967      22.9250       9.9500       4.9981       9.9500      19.4345       0.1000     252.0000       0.0000       0.0000
   2338.0000       0.0000      10.3500       5.0955      12.4716      11.8982      28.0000      20.0000      23.0062      23.0602       0.0000       0.0000       4.3614       5.1594       0.0000      23.0045      23.0045      23.0227      10.3500       5.0955      10.3500      19.8421       0.1000     252.0000       0.0000       0.0000
   2339.0000       0.0000      11.1000       5.1100      12.4555      11.8982      28.0000      20.0000      22.9755      22.9410       0.0000       0.0000       4.3575       5.1580       0.0000      23.0075      23.0075      23.0028      11.1000       5.1100      11.1000      20.0066       0.1000     252.0000       1.0000       0.0000
   2340.0000       0.0000      11.3000       5.2207      12.4125      11.8982      28.0000      20.0000      22.8714      22.8869       0.0000       0.0000       4.3556       5.1573       0.0000      23.0129      23.0129      23.0111      11.3000       5.2207      11.3000      19.9785       0.1000     252.0000       1.0000       0.0000
   2341.0000       0.0000      11.0000       5.5280      12.3365      11.8982      28.0000      20.0000      22.8292      22.8437       0.0000       0.0000       4.3751       5.1644       0.0000      23.0108      23.0108      23.0015      11.0000       5.5280      11.0000      19.8719       0.1000     252.0000       1.0000       0.0000
   2342.0000       0.0000      11.1000       5.7718      12.2108      11.8982      28.0000      20.0000      22.7917      22.8074       0.0000       0.0000       4.4201       5.1807       0.0000      23.0064      23.0064      22.9904      11.1000       5.7718      11.1000      19.8688       0.1000     252.0000       1.0000       0.0000
   2343.0000       0.0000      10.8500       5.5555      12.0160      11.8982      28.0000      20.0000      22.7353      22.7493       0.0000       0.0000       4.4688       5.1984       0.0000      22.9996      22.9996      22.9724      10.8500       5.5555      10.8500      19.7640       0.1000     252.0000       1.0000       0.0000
   2344.0000       0.0000      11.4000       5.0390      11.8101      11.8982      28.0000      20.0000      22.9158      22.9790       0.0000       0.0000       4.4768       5.2014       0.0000      23.0026      23.0026      23.0252      11.4000       5.0390      11.4000      20.0369       0.1000     252.0000       0.2500       0.0000
   2345.0000       0.0000      11.9000       4.7826      11.6189      11.8982      28.0000      20.0000      23.1359      23.1208       0.0000       0.0000       4.4472       5.1906       0.0000      23.0081      23.0081      23.0492      11.9000       4.7826      11.9000      20.3269       0.1000     252.0000       0.0000       0.0000
   2346.0000       0.0000      11.5000       4.9113      11.3906      11.8982      28.0000      20.0000      23.1231      23.1200       0.0000       0.0000       4.4145       5.1787       0.0000      23.0193      23.0193      23.0670      11.5000       4.9113      11.5000      20.2173       0.1000     252.0000       0.0000       0.0000
   2347.0000       0.0000      10.7500       4.8725      11.1703      11.8982      28.0000      20.0000      22.8398      22.8226       0.0000       0.0000       4.3928       5.1708       0.0000      23.0175      23.0175      23.0091      10.7500       4.8725      10.7500      19.8173       0.1000     252.0000       0.0000       0.0000
   2348.0000       0.0000       9.8500       4.8124      10.9469      11.8982      28.0000      20.0000      22.5292      22.5477       0.0000       0.0000       4.3593       5.1586       0.0000      23.0041      23.0041      22.9450       9.8500       4.8124       9.8500      19.3594       0.1000     252.0000       0.0000       0.0000
   2349.0000       0.0000       9.5500       4.8646      10.7629      11.8982      28.0000      20.0000      22.3337      22.3651       0.0000       0.0000       4.3325       5.1489       0.0000      22.9807      22.9807      22.8823       9.5500       4.8646       9.5500      19.1377       0.1000     252.0000       0.0000       0.0000
   2350.0000       0.0000       9.0500       4.7738      10.5882      11.8982      28.0000      20.0000      22.1835      22.2230       0.0000       0.0000       4.3024       5.1381       0.0000      22.9517      22.9517      22.8235       9.0500       4.7738       9.0500      18.9001       0.1000     252.0000       0.0000       0.0000
   2351.0000       0.0000       7.7500       4.6939      10.3721      11.8982      28.0000      20.0000      22.0369      22.0824       0.0000       0.0000       4.2657       5.1248       0.0000      22.9187      22.9187      22.7642       7.7500       4.6939       7.7500      18.4652       0.1000     252.0000       0.0000       0.0000
   2352.0000       0.0000       6.0500       4.5257      10.0715      11.7929      28.0000      20.0000      21.8626      21.9188       0.0000       0.0000       4.2198       5.1083       0.0000      22.8816      22.8816      22.6996       6.0500       4.5257       6.0500      17.9095       0.1000     252.0000       0.0000       0.0000
   2353.0000       0.0000       6.4500       4.6856       9.8307      11.4769      28.0000      20.0000      21.7389      21.8115       0.0000       0.0000       4.1681       5.0898       0.0000      22.8415      22.8415      22.6412       6.4500       4.6856       6.4500      17.9167       0.1000     252.0000       0.0000       0.0000
   2354.0000       0.0000       7.6500       4.9908       9.7195      11.4769      28.0000      20.0000      21.7219      21.7886       0.0000       0.0000       4.1489       5.0829       0.0000      22.8010      22.8010      22.5956       7.6500       4.9908       7.6500      18.2039       0.1000     252.0000       0.0000       0.0000
   2355.0000       0.0000       6.2500       4.7953       9.6306      11.4769      28.0000      20.0000      21.6486      21.7083       0.0000       0.0000       4.1348       5.0779       0.0000      22.7598      22.7598      22.5451       6.2500       4.7953       6.2500      17.7990       0.1000     252.0000       0.0000       0.0000
   2356.0000       0.0000       4.8500       4.5914       9.4671      11.4769      28.0000      20.0000      21.5060      21.5794       0.0000       0.0000       4.0961       5.0641       0.0000      22.7167      22.7167      22.4869       4.8500       4.5914       4.8500      17.3420       0.1000     252.0000       0.0000       0.0000
   2357.0000       0.0000       4.9500       4.6238       9.2943      11.4769      28.0000      20.0000      21.4225      21.5012       0.0000       0.0000       4.0540       5.0491       0.0000      22.6716      22.6716      22.4323       4.9500       4.6238       4.9500      17.3044       0.1000     252.0000       0.0000       0.0000
   2358.0000       0.0000       5.1500       4.6893       9.1257      11.4769      28.0000      20.0000      21.3639      21.4437       0.0000       0.0000       4.0173       5.0361       0.0000      22.6256      22.6256      22.3810       5.1500       4.6893       5.1500      17.3104       0.1000     252.0000       0.0000       0.0000
   2359.0000       0.0000       5.0500       4.7108       8.9622      11.4769      28.0000      20.0000      21.3473      21.4389       0.0000       0.0000       3.9873       5.0254       0.0000      24.5805      23.0296      22.4396       5.0500       4.7108       5.0500      17.2730       0.1000     252.0000       0.0000       0.0000
   2360.0000       0.0000       5.3000       4.8507       8.7782      11.4769      28.0000      20.0000      21.4502      21.5569       0.0000       0.0000       3.9618       5.0164       0.0000      25.5606      23.3176      22.5824       5.3000       4.8507       5.3000      17.4126       0.1000     252.0000       0.0000       0.0000
   2361.0000       1.0000       6.1000       5.1291       8.6113      11.4769      28.0000      20.0000      23.0733      22.8958      22.8958      23.0733       5.0375       5.4136      30.9526      25.7819      23.5554      23.0393      24.0000       5.1291       6.1000      18.8300       1.1300     252.0000       0.0000       0.0000
   2362.0000       1.0000       6.9500       5.5050       8.4616      11.4769      28.0000      20.0000      24.2022      23.8465      23.8465      24.2022       6.7670       6.1040      32.5840      22.9572      22.9572      23.3146      24.0000       5.5050       6.9500      19.8892       1.1300     252.0000       0.0000       0.0000
   2363.0000       1.0000       7.5000       5.7812       8.3199      11.4769      28.0000      20.0000      24.8144      24.4668      24.4668      24.8144       8.1226       6.7004      34.4517      23.0378      23.0378      23.5702      24.0000       5.7812       7.5000      20.4858       1.1300     252.0000       0.0000       0.0000
   2364.0000       1.0000       7.7500       5.7825       8.1644      11.4769      28.0000      20.0000      22.9296      23.3464      23.3464      22.9296       8.5213       6.8850      39.7833      23.0779      23.0779      23.5198      24.0000       5.7825       7.7500      19.1347       2.6300     252.0000       0.0000       0.0000
   2365.0000       1.0000       8.1000       5.8562       8.0363      11.4769      28.0000      20.0000      24.2352      24.2311      24.2311      24.2352       8.8354       7.0343      37.4504      23.1487      23.1487      23.6778      24.0000       5.8562       8.1000      20.2014       1.8800     252.0000       0.0000       0.0000
   2366.0000       1.0000       8.0000       5.6827       7.9129      11.4769      28.0000      20.0000      22.9562      23.3736      23.3736      22.9562       8.7100       6.9742      40.2000      23.1802      23.1802      23.5879      24.0000       5.6827       8.0000      19.2171       1.8800     252.0000       0.0000       0.0000
   2367.0000       1.0000       7.7000       5.4344       7.7788      11.4769      28.0000      20.0000      23.6158      23.7604      23.7604      23.6158       8.8332       7.0347      38.9670      23.2207      23.2207      23.6394      24.0000       5.4344       7.7000      19.6369       2.6300     252.0000       0.0000       0.0000
   2368.0000       1.0000       7.6000       5.5276       7.6382      11.4769      28.0000      20.0000      23.7347      23.8521      23.8521      23.7347       8.4239       6.8394      37.5837      23.2718      23.2718      23.6908      24.0000       5.5276       7.6000      19.7010       1.1300     252.0000       0.0000       0.0000
   2369.0000       1.0000       7.9500       5.6957       7.4652      11.4769      28.0000      20.0000      24.9798      24.6090      24.6090      24.9798       9.1401       7.1821      36.5420      23.3163      23.3163      23.7860      24.0000       5.6957       7.9500      20.7224       1.1300     252.0000       0.0000       0.0000
   2370.0000       1.0000       8.3000       5.5605       7.3250      11.4769      28.0000      20.0000      22.4902      22.9742      22.9742      22.4902       8.7095       6.9746      41.2960      23.3340      23.3340      23.6064      24.0000       5.5605       8.3000      18.9426       2.6300     252.0000       0.0000       0.0000
   2371.0000       0.0000       8.2500       5.3710       7.2053      11.4769      28.0000      20.0000      23.3712      23.2926       0.0000       0.0000       8.6572       6.9488       0.0000      23.3381      23.3381      23.5267       8.2500       5.3710       8.2500      19.5909       0.1000     252.0000       0.0000       0.0000
   2372.0000       0.0000       7.9000       5.3432       7.1210      11.4769      28.0000      20.0000      22.8369      22.8615       0.0000       0.0000       8.5477       6.8969       0.0000      23.3221      23.3221      23.4201       7.9000       5.3432       7.9000      19.1027       0.1000     252.0000       0.0000       0.0000
   2373.0000       0.0000       7.2000       5.2186       7.0300      11.4769      28.0000      20.0000      22.5383      22.5784       0.0000       0.0000       8.4354       6.8441       0.0000      23.2901      23.2901      23.3137       7.2000       5.2186       7.2000      18.7037       0.1000     252.0000       0.0000       0.0000
   2374.0000       0.0000       6.8000       5.1686       6.9308      11.4769      28.0000      20.0000      22.3100      22.3649       0.0000       0.0000       8.3183       6.7894       0.0000      23.2509      23.2509      23.2191       6.8000       5.1686       6.8000      18.4325       0.1000     252.0000       0.0000       0.0000
   2375.0000       0.0000       6.5000       5.2127       6.8611      11.4769      28.0000      20.0000      22.1449      22.2067       0.0000       0.0000       8.2054       6.7371       0.0000      23.2076      23.2076      23.1346       6.5000       5.2127       6.5000      18.2336       0.1000     252.0000       0.0000       0.0000
   2376.0000       0.0000       6.3000       5.1708       6.8468      11.1695      28.0000      20.0000      22.0094      22.0787       0.0000       0.0000       8.0961       6.6868       0.0000      23.1619      23.1619      23.0581       6.3000       5.1708       6.3000      18.0820       0.1000     252.0000       0.0000       0.0000
   2377.0000       0.0000       5.9500       5.0750       6.8536      10.2473      28.0000      20.0000      21.9031      21.9739       0.0000       0.0000       7.9838       6.6354       0.0000      23.1146      23.1146      22.9872       5.9500       5.0750       5.9500      17.9148       0.1000     252.0000       0.0000       0.0000
   2378.0000       0.0000       5.2500       4.9713       6.7749      10.2473      28.0000      20.0000      21.7863      21.8621       0.0000       0.0000       7.8676       6.5826       0.0000      23.0658      23.0658      22.9172       5.2500       4.9713       5.2500      17.6523       0.1000     252.0000       0.0000       0.0000
   2379.0000       0.0000       5.3000       4.9888       6.6993      10.2473      28.0000      20.0000      21.6949      21.7768       0.0000       0.0000       7.7494       6.5294       0.0000      23.0159      23.0159      22.8519       5.3000       4.9888       5.3000      17.5962       0.1000     252.0000       0.0000       0.0000
   2380.0000       0.0000       5.6000       5.0663       6.7157      10.2473      28.0000      20.0000      21.6410      21.7220       0.0000       0.0000       7.6403       6.4806       0.0000      22.9658      22.9658      22.7926       5.6000       5.0663       5.6000      17.6308       0.1000     252.0000       0.0000       0.0000
   2381.0000       0.0000       5.8000       5.1378       6.7482      10.2473      28.0000      20.0000      21.5930      21.6742       0.0000       0.0000       7.5378       6.4350       0.0000      22.9160      22.9160      22.7369       5.8000       5.1378       5.8000      17.6447       0.1000     252.0000       0.0000       0.0000
   2382.0000       0.0000       5.8000       5.1664       6.7817      10.2473      28.0000      20.0000      21.5519      21.6307       0.0000       0.0000       7.4440       6.3936       0.0000      22.8667      22.8667      22.6836       5.8000       5.1664       5.8000      17.6139       0.1000     252.0000       0.0000       0.0000
   2383.0000       0.0000       5.7500       5.1196       6.8052      10.2473      28.0000      20.0000      21.5189      21.6033       0.0000       0.0000       7.3502       6.3524       0.0000      22.8188      22.8188      22.6368       5.7500       5.1196       5.7500      17.5767       0.1000     252.0000       0.0000       0.0000
   2384.0000       0.0000       6.0000       5.1515       6.8396      10.2473      28.0000      20.0000      21.5760      21.6650       0.0000       0.0000       7.2584       6.3123       0.0000      22.7752      22.7752      22.6118       6.0000       5.1515       6.0000      17.6820       0.1000     252.0000       0.0000       0.0000
   2385.0000       1.0000       6.3500       5.2488       6.8548      10.2473      28.0000      20.0000      23.0735      22.8775      22.8775      23.0735       7.6847       6.5013      37.1348      22.7771      22.7771      22.8376      24.0000       5.2488       6.3500      18.8926       1.1300     252.0000       0.0000       0.0000
   2386.0000       1.0000       7.1500       5.3897       6.8635      10.2473      28.0000      20.0000      24.2233      23.8434      23.8434      24.2233       8.4594       6.8559      36.5140      22.8165      22.8165      23.0681      24.0000       5.3897       7.1500      19.9550       1.1300     252.0000       0.5000       0.0000
   2387.0000       1.0000       8.5500       5.3377       6.8885      10.2473      28.0000      20.0000      24.5515      24.1780      24.1780      24.5515       9.0191       7.1228      37.1827      22.8866      22.8866      23.2385      24.0000       5.3377       8.5500      20.5511       1.1300     252.0000       1.0000       0.0000
   2388.0000       1.0000      10.0000       4.7400       6.9667      10.2473      28.0000      20.0000      24.8638      24.4926      24.4926      24.8638       9.1845       7.2034      36.9050      22.9681      22.9681      23.3980      24.0000       4.7400      10.0000      21.1478       1.1300     252.0000       1.0000       0.0000
   2389.0000       1.0000      11.2500       4.1201       7.0826      10.2473      28.0000      20.0000      23.2490      23.6187      23.6187      23.2490       7.4990       6.4380      36.2806      23.0341      23.0341      23.4027      24.0000       4.1201      11.2500      20.2492       3.3800     252.0000       1.0000       0.0000
   2390.0000       1.0000      12.0000       3.8983       7.2376      10.2473      28.0000      20.0000      24.0667      24.0548      24.0548      24.0667       5.7252       5.6762      30.6096      23.1028      23.1028      23.4878      24.0000       4.0000      12.0000      21.0500       1.1300     252.0000       1.0000       0.0000
   2391.0000       1.0000      11.9500       3.8853       7.4131      10.2473      28.0000      20.0000      23.0564      23.3284      23.3284      23.0564       5.1635       5.4640      31.2876      23.1311      23.1311      23.3996      24.0000       4.0000      11.9500      20.2798       3.3800     252.0000       1.0000       0.0000
   2392.0000       1.0000      10.5500       4.5099       7.5641      10.2473      28.0000      20.0000      23.9250      23.9604      23.9604      23.9250       4.7056       5.2878      28.7562      23.1869      23.1869      23.5288      24.0000       4.5099      10.5500      20.5812       1.1300     252.0000       0.5000       0.0000
   2393.0000       1.0000       8.3500       4.9932       7.6210      10.2473      28.0000      20.0000      22.6078      23.0455      23.0455      22.6078       5.7370       5.6812      33.4725      23.1963      23.1963      23.4035      24.0000       4.9932       8.3500      19.0434       2.6300     252.0000       0.0000       0.0000
   2394.0000       1.0000       7.9000       4.9767       7.6051      10.2473      28.0000      20.0000      24.6275      24.3183      24.3183      24.6275       6.8345       6.1312      31.9075      23.2505      23.2505      23.5826      24.0000       4.9767       7.9000      20.4456       1.1300     252.0000       0.0000       0.0000
   2395.0000       0.0000       7.9500       4.6967       7.5969      10.2473      28.0000      20.0000      23.7516      23.5714       0.0000       0.0000       7.2529       6.3099       0.0000      23.2667      23.2667      23.4369       7.9500       4.6967       7.9500      19.8012       0.1000     252.0000       0.0000       0.0000
   2396.0000       0.0000       6.7500       4.5330       7.5626      10.2473      28.0000      20.0000      22.9315      22.9421       0.0000       0.0000       7.1202       6.2524       0.0000      23.2680      23.2680      23.3285       6.7500       4.5330       6.7500      18.8861       0.1000     252.0000       0.0000       0.0000
   2397.0000       0.0000       5.5500       4.5960       7.4990      10.2473      28.0000      20.0000      22.5063      22.5402       0.0000       0.0000       6.9931       6.1977       0.0000      23.2405      23.2405      23.2039       5.5500       4.5960       5.5500      18.2672       0.1000     252.0000       0.0000       0.0000
   2398.0000       0.0000       5.2000       4.6507       7.4306      10.2473      28.0000      20.0000      22.1970      22.2533       0.0000       0.0000       6.8707       6.1455       0.0000      23.2008      23.2008      23.0939       5.2000       4.6507       5.2000      17.9478       0.1000     252.0000       0.0000       0.0000
   2399.0000       0.0000       5.4500       4.7045       7.3760      10.2473      28.0000      20.0000      21.9989      22.0659       0.0000       0.0000       6.7586       6.0980       0.0000      23.1547      23.1547      23.0000       5.4500       4.7045       5.4500      17.8617       0.1000     252.0000       0.0000       0.0000
   2400.0000       0.0000       5.5000       4.6929       7.3430      10.0412      28.0000      20.0000      21.8595      21.9308       0.0000       0.0000       6.6488       6.0518       0.0000      23.1056      23.1056      22.9183       5.5000       4.6929       5.5000      17.7696       0.1000     252.0000       0.0000       0.0000
   2401.0000       0.0000       5.3500       4.7832       7.3109       9.4229      28.0000      20.0000      21.7438      21.8192       0.0000       0.0000       6.5451       6.0085       0.0000      23.0550      23.0550      22.8447       5.3500       4.7832       5.3500      17.6454       0.1000     252.0000       0.0000       0.0000
   2402.0000       0.0000       5.1000       4.8642       7.2999       9.4229      28.0000      20.0000      21.6458      21.7236       0.0000       0.0000       6.4523       5.9700       0.0000      23.0035      23.0035      22.7765       5.1000       4.8642       5.1000      17.5093       0.1000     252.0000       0.0000       0.0000
   2403.0000       0.0000       4.7500       4.8264       7.2865       9.4229      28.0000      20.0000      21.5522      21.6330       0.0000       0.0000       6.3637       5.9334       0.0000      22.9512      22.9512      22.7110       4.7500       4.8264       4.7500      17.3516       0.1000     252.0000       0.0000       0.0000
   2404.0000       0.0000       4.9500       4.7859       7.2558       9.4229      28.0000      20.0000      21.4797      21.5648       0.0000       0.0000       6.2729       5.8962       0.0000      22.8985      22.8985      22.6503       4.9500       4.7859       4.9500      17.3473       0.1000     252.0000       0.0000       0.0000
   2405.0000       0.0000       5.4500       4.8732       7.2391       9.4229      28.0000      20.0000      21.4435      21.5269       0.0000       0.0000       6.1864       5.8608       0.0000      22.8463      22.8463      22.5959       5.4500       4.8732       5.4500      17.4451       0.1000     252.0000       0.0000       0.0000
   2406.0000       0.0000       5.3000       4.8501       7.2210       9.4229      28.0000      20.0000      21.4316      21.5246       0.0000       0.0000       6.1080       5.8290       0.0000      25.5374      23.4364      22.6884       5.3000       4.8501       5.3000      17.3987       0.1000     252.0000       0.0000       0.0000
   2407.0000       0.0000       5.1500       4.8267       7.1969       9.4229      28.0000      20.0000      21.4817      21.5896       0.0000       0.0000       6.0253       5.7956       0.0000      25.8513      23.6140      22.8246       5.1500       4.8267       5.1500      17.3987       0.1000     252.0000       0.0000       0.0000
   2408.0000       0.0000       5.8000       4.9646       7.1797       9.4229      28.0000      20.0000      21.7414      21.8662       0.0000       0.0000       5.9522       5.7662       0.0000      26.0525      23.8068      23.0509       5.8000       4.9646       5.8000      17.7561       0.1000     252.0000       0.0000       0.0000
   2409.0000       1.0000       6.6500       5.0231       7.1863       9.4229      28.0000      20.0000      23.5064      23.3522      23.3522      23.5064       6.5613       6.0167      33.5010      24.7248      23.5922      23.4732      24.0000       5.0231       6.6500      19.2923       1.1300     252.0000       0.0000       0.0000
   2410.0000       1.0000       7.5000       5.0356       7.2011       9.4229      28.0000      20.0000      24.7973      24.4738      24.4738      24.7973       7.5282       6.4314      33.1174      23.3001      23.3001      23.7954      24.0000       5.0356       7.5000      20.4730       1.1300     252.0000       0.0000       0.0000
   2411.0000       1.0000       8.5000       5.0820       7.2072       9.4229      28.0000      20.0000      22.6186      23.1087      23.1087      22.6186       7.2321       6.3015      37.0634      23.3036      23.3036      23.6912      24.0000       5.0820       8.5000      19.0890       2.6300     252.0000       1.0000       0.0000
   2412.0000       1.0000       9.2500       4.8742       7.1869       9.4229      28.0000      20.0000      24.8083      24.5105      24.5105      24.8083       7.7126       6.5132      33.5143      23.3584      23.3584      23.8831      24.0000       4.8742       9.2500      20.9187       1.1300     252.0000       1.0000       0.0000
