Koordinatensystem : Lambert konform konisch
Rechtswert        : 3943500 Meter
Hochwert          : 2443500 Meter
Hoehenlage        : 380 Meter ueber NN
Erstellung des Datensatzes im Mai 2016

Art des TRY       : mittleres Jahr
Bezugszeitraum    : 1995-2012
Datenbasis        : Beobachtungsdaten Zeitraum 1995-2012

Format: (i7,1x,i7,1x,i2,1x,i2,1x,i2,1x,f5.1,1x,i4,1x,3i,1x,f4.1,1x,i1,1x,f4.1,1x,i3,1x,i4,1x,i4,1x,i3,1x,i4,2x,i1)

Reihenfolge der Parameter:
RW Rechtswert                                                    [m]       {3670500;3671500..4389500}
HW Hochwert                                                      [m]       {2242500;2243500..3179500}
MM Monat                                                                   {1..12}
DD Tag                                                                     {1..28,30,31}
HH Stunde (MEZ)                                                            {1..24}
t  Lufttemperatur in 2m Hoehe ueber Grund                        [GradC]
p  Luftdruck in Standorthoehe                                    [hPa]
WR Windrichtung in 10 m Hoehe ueber Grund                        [Grad]    {0..360;999}
WG Windgeschwindigkeit in 10 m Hoehe ueber Grund                 [m/s]
N  Bedeckungsgrad                                                [Achtel]  {0..8;9}
x  Wasserdampfgehalt, Mischungsverhaeltnis                       [g/kg]
RF Relative Feuchte in 2 m Hoehe ueber Grund                     [Prozent] {1..100}
B  Direkte Sonnenbestrahlungsstaerke (horiz. Ebene)              [W/m^2]   abwaerts gerichtet: positiv
D  Diffuse Sonnenbetrahlungsstaerke (horiz. Ebene)               [W/m^2]   abwaerts gerichtet: positiv
A  Bestrahlungsstaerke d. atm. Waermestrahlung (horiz. Ebene)    [W/m^2]   abwaerts gerichtet: positiv
E  Bestrahlungsstaerke d. terr. Waermestrahlung                  [W/m^2]   aufwaerts gerichtet: negativ
IL Qualitaetsbit bezueglich der Auswahlkriterien                           {0;1;2;3;4}


     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
3943500 2443500  3 19  1   8.5  983  68  1.4 0  4.8  65    0    0 269 -363  2
3943500 2443500  3 19  2   7.7  983  40  1.7 0  5.0  72    0    0 264 -363  2
3943500 2443500  3 19  3   6.7  983 169  1.3 0  4.9  76    0    0 261 -361  2
3943500 2443500  3 19  4   6.1  982  91  0.9 0  4.9  79    0    0 255 -361  2
3943500 2443500  3 19  5   5.3  982  49  1.1 0  4.8  82    0    0 250 -360  2
3943500 2443500  3 19  6   4.6  981 326  1.2 0  4.6  83    0    0 245 -359  2
3943500 2443500  3 19  7   4.6  981 117  1.3 1  4.5  82    0    2 245 -361  2
3943500 2443500  3 19  8   5.7  981  11  1.1 2  4.7  83   32   63 254 -364  2
3943500 2443500  3 19  9   9.6  982 102  1.2 3  5.1  76  113  135 269 -371  2
3943500 2443500  3 19 10  12.3  981 146  1.7 4  5.4  64  208  190 289 -380  2
3943500 2443500  3 19 11  15.6  981 225  2.1 5  5.5  54  292  226 308 -392  2
3943500 2443500  3 19 12  18.1  980  98  2.5 6  5.6  45  324  258 328 -403  2
3943500 2443500  3 19 13  20.2  980  88  1.9 4  5.5  39  374  251 332 -405  2
3943500 2443500  3 19 14  21.8  979  20  1.6 4  5.4  34  331  256 330 -405  2
3943500 2443500  3 19 15  22.9  978 157  1.9 5  5.2  30  209  259 340 -410  2
3943500 2443500  3 19 16  22.8  978 198  4.0 5  5.1  28  121  213 346 -413  2
3943500 2443500  3 19 17  22.0  976 181  3.6 7  5.2  30   59  141 353 -407  2
3943500 2443500  3 19 18  19.9  976 294  4.4 8  5.7  35   28   62 364 -399  2
3943500 2443500  3 19 19  18.2  976 290  2.5 5  5.8  41    1   10 350 -392  2
3943500 2443500  3 19 20  15.6  977 227  1.6 5  5.6  45    0    0 328 -386  2
3943500 2443500  3 19 21  13.9  977 260  1.6 8  5.7  53    0    0 337 -382  2
3943500 2443500  3 19 22  14.5  977 236  3.3 6  5.7  54    0    0 341 -381  2
3943500 2443500  3 19 23  12.7  977 241  2.7 6  5.6  56    0    0 327 -378  2
3943500 2443500  3 19 24  13.0  978 230  3.1 8  5.5  58    0    0 336 -376  2
3943500 2443500  3 20  1  12.1  978 226  2.5 7  4.7  51    0    0 339 -374  2
3943500 2443500  3 20  2  11.7  978 237  2.4 6  4.3  48    0    0 321 -372  2
3943500 2443500  3 20  3   9.9  979 258  2.9 5  4.3  52    0    0 304 -371  2
3943500 2443500  3 20  4   8.1  978 239  3.0 6  4.3  58    0    0 301 -370  2
3943500 2443500  3 20  5   7.9  978 257  3.6 6  4.4  63    0    0 305 -368  2
3943500 2443500  3 20  6   8.2  978 215  1.7 6  4.7  68    0    0 305 -365  2
3943500 2443500  3 20  7  10.4  979 225  1.5 7  5.1  68    0    1 317 -365  2
3943500 2443500  3 20  8  10.9  980 269  1.8 7  5.4  66    2   54 329 -366  2
3943500 2443500  3 20  9  11.3  980 277  3.5 8  5.9  69    0   86 338 -369  2
3943500 2443500  3 20 10  11.6  980 217  4.0 7  6.1  70    0  128 339 -374  2
3943500 2443500  3 20 11  11.8  980 259  5.2 7  6.1  69    1  171 331 -378  2
3943500 2443500  3 20 12  12.7  979 246  4.7 7  6.1  67    8  232 333 -385  2
3943500 2443500  3 20 13  13.7  979 242  4.7 6  5.8  60  124  287 331 -385  2
3943500 2443500  3 20 14  13.7  978 217  7.3 6  5.3  52  123  270 326 -380  2
3943500 2443500  3 20 15  14.5  977 230  6.3 7  4.9  47  111  235 332 -378  2
3943500 2443500  3 20 16  14.1  975 231  5.8 7  4.6  44   94  188 337 -377  2
3943500 2443500  3 20 17  14.2  975 240  5.7 8  4.4  42    6  111 341 -376  2
3943500 2443500  3 20 18  13.1  974 241  5.9 8  4.6  45   25   58 346 -371  2
3943500 2443500  3 20 19  12.0  975 222  5.7 8  4.8  51    0    9 343 -366  2
3943500 2443500  3 20 20  11.8  975 220  4.9 7  4.9  54    0    0 336 -362  2
3943500 2443500  3 20 21  12.1  975 221  6.8 7  5.0  56    0    0 330 -360  2
3943500 2443500  3 20 22  12.5  975 230  7.0 8  5.1  55    0    0 339 -359  2
3943500 2443500  3 20 23  12.3  974 230  8.1 7  5.1  55    0    0 341 -359  2
3943500 2443500  3 20 24  12.3  974 229  7.3 8  5.2  57    0    0 342 -359  2
3943500 2443500  3 21  1  11.1  974 230  7.3 7  5.6  63    0    0 341 -359  2
3943500 2443500  3 21  2   9.9  974 219  7.5 8  6.0  73    0    0 338 -360  2
3943500 2443500  3 21  3   9.7  974 217  6.5 8  6.2  79    0    0 340 -360  2
3943500 2443500  3 21  4   9.5  973 227  6.2 8  6.4  82    0    0 339 -359  2
3943500 2443500  3 21  5   9.5  973 221  6.9 8  6.6  86    0    0 339 -355  2
3943500 2443500  3 21  6   9.8  974 223  7.1 8  6.7  86    0    0 339 -352  2
3943500 2443500  3 21  7   9.9  974 219  5.0 8  6.7  84    0    4 340 -350  2
3943500 2443500  3 21  8  10.2  974 223  5.9 8  6.7  84    0   47 341 -349  2
3943500 2443500  3 21  9  11.1  974 224  8.1 7  6.7  81    5  120 337 -351  2
3943500 2443500  3 21 10  12.0  974 227  8.7 6  6.8  77   21  196 326 -356  2
3943500 2443500  3 21 11  13.7  974 228  9.9 6  6.8  71   70  252 324 -363  2
3943500 2443500  3 21 12  13.7  973 238  9.0 7  6.7  66   26  265 334 -367  2
3943500 2443500  3 21 13  14.0  973 240  9.2 7  6.7  65   10  245 341 -365  2
3943500 2443500  3 21 14  13.8  973 238  7.8 7  6.8  66    0  175 343 -366  2
3943500 2443500  3 21 15  13.6  972 238  8.1 7  6.9  68    0  125 345 -369  2
3943500 2443500  3 21 16  13.7  972 239  7.5 8  6.9  68    0   66 353 -371  2
3943500 2443500  3 21 17  13.4  971 228  7.2 8  6.8  68    0   49 359 -372  2
3943500 2443500  3 21 18  13.4  970 228  7.9 8  6.7  67    0   33 360 -372  2
3943500 2443500  3 21 19  13.3  970 238  7.2 7  6.6  66    0    6 352 -371  2
3943500 2443500  3 21 20  13.3  969 239  6.8 7  6.5  65    0    0 343 -370  2
3943500 2443500  3 21 21  13.5  969 219  6.6 6  6.4  64    0    0 335 -369  2
3943500 2443500  3 21 22  13.8  969 229  7.0 7  6.3  62    0    0 338 -368  2
3943500 2443500  3 21 23  13.6  969 241  6.7 7  6.2  60    0    0 346 -368  2
3943500 2443500  3 21 24  13.3  968 230  7.1 8  6.0  60    0    0 351 -368  2
3943500 2443500  3 22  1  13.1  968 230  8.7 7  5.8  59    0    0 349 -368  2
3943500 2443500  3 22  2  12.7  967 229  7.7 7  5.5  57    0    0 339 -367  2
3943500 2443500  3 22  3  12.4  966 229 10.1 7  5.3  56    0    0 337 -367  2
3943500 2443500  3 22  4  12.0  965 228 10.2 6  5.2  56    0    0 328 -367  2
3943500 2443500  3 22  5  11.5  965 237  8.5 5  5.2  58    0    0 315 -367  2
3943500 2443500  3 22  6  11.4  965 232  9.3 7  5.2  59    0    0 319 -364  2
3943500 2443500  3 22  7  11.5  964 240  8.0 8  5.3  60    0    6 336 -359  2
3943500 2443500  3 22  8  11.4  964 232  8.0 8  5.5  62    0   53 342 -355  2
3943500 2443500  3 22  9  11.6  965 230  8.8 6  5.6  64   27  149 329 -355  2
3943500 2443500  3 22 10  12.1  965 241  9.2 5  5.7  63   25  210 311 -357  2
3943500 2443500  3 22 11   7.2  966 309  7.9 7  5.8  74    0  110 309 -359  2
3943500 2443500  3 22 12   7.6  967 292  7.5 7  5.7  84    0  121 313 -364  2
3943500 2443500  3 22 13   8.0  967 253  6.2 7  5.2  76    0  128 313 -371  2
3943500 2443500  3 22 14   8.8  967 241  6.7 7  5.0  70    0  132 312 -377  2
3943500 2443500  3 22 15   8.9  967 252  7.8 7  5.0  67    0  150 310 -377  2
3943500 2443500  3 22 16   9.9  967 241  7.4 4  5.0  64   76  200 297 -371  2
3943500 2443500  3 22 17  10.1  966 239  7.0 2  4.9  62   82  139 275 -366  2
3943500 2443500  3 22 18   9.1  966 256  6.1 1  4.8  62   81   61 260 -362  2
3943500 2443500  3 22 19   8.1  966 229  4.5 4  4.8  66    6   13 264 -353  2
3943500 2443500  3 22 20   6.8  966 222  4.4 4  4.8  71    0    0 273 -347  2
3943500 2443500  3 22 21   6.5  966 221  4.9 1  4.8  75    0    0 257 -344  2
3943500 2443500  3 22 22   6.3  966 208  5.1 5  4.8  76    0    0 261 -343  2
3943500 2443500  3 22 23   5.3  967 212  4.6 5  4.8  80    0    0 278 -340  2
3943500 2443500  3 22 24   5.4  967 210  3.2 4  4.6  80    0    0 271 -337  2
3943500 2443500  3 23  1   5.5  967 235  3.8 6  4.5  77    0    0 276 -335  2
3943500 2443500  3 23  2   5.7  967 234  4.7 6  4.6  77    0    0 289 -333  2
3943500 2443500  3 23  3   5.0  967 256  3.2 8  4.5  78    0    0 301 -331  2
3943500 2443500  3 23  4   4.3  967 207  2.8 6  4.4  80    0    0 299 -328  2
3943500 2443500  3 23  5   4.2  967 229  2.2 4  4.4  81    0    0 278 -328  2
3943500 2443500  3 23  6   3.9  967 227  2.1 5  4.3  81    0    0 272 -328  2
3943500 2443500  3 23  7   4.0  967 222  3.8 5  4.0  76    1   11 276 -329  2
3943500 2443500  3 23  8   5.0  968 225  4.4 4  4.1  74   72   62 271 -332  2
3943500 2443500  3 23  9   6.1  968 220  6.6 3  4.3  72  193   95 263 -337  2
3943500 2443500  3 23 10   6.7  968 238  5.8 6  4.1  66  116  211 274 -347  2
3943500 2443500  3 23 11   7.1  968 230  6.1 6  4.0  62   59  260 290 -355  2
3943500 2443500  3 23 12   8.3  968 230  6.4 4  4.0  58  135  294 283 -360  2
3943500 2443500  3 23 13   9.5  968 237  6.8 4  3.7  50  188  294 281 -365  2
3943500 2443500  3 23 14   6.4  968 291  8.4 5  3.7  54  130  278 283 -369  2
3943500 2443500  3 23 15   5.3  967 212  4.7 7  4.3  72    2  185 285 -369  2
3943500 2443500  3 23 16   7.2  967 249  4.5 4  4.5  73  164  187 281 -367  2
3943500 2443500  3 23 17   8.0  967 218  4.9 3  4.3  64   86  132 270 -360  2
3943500 2443500  3 23 18   8.1  967 245  4.0 2  3.9  56   86   57 261 -352  2
3943500 2443500  3 23 19   6.0  966 230  3.3 3  3.8  58    7   13 256 -345  2
3943500 2443500  3 23 20   4.1  967 253  3.0 3  4.0  71    0    0 251 -339  2
3943500 2443500  3 23 21   4.1  968 241  2.7 6  4.0  74    0    0 258 -334  2
3943500 2443500  3 23 22   3.2  968 247  3.2 7  3.9  75    0    0 274 -331  2
3943500 2443500  3 23 23   2.4  968 240  2.1 6  3.8  79    0    0 274 -330  2
3943500 2443500  3 23 24   1.9  968 205  1.6 6  3.9  84    0    0 269 -328  2
3943500 2443500  3 24  1   2.7  968 207  1.2 8  3.9  84    0    0 281 -326  2
3943500 2443500  3 24  2   2.5  968 299  0.5 8  4.1  85    0    0 295 -327  2
3943500 2443500  3 24  3   2.6  968 287  1.4 8  4.1  87    0    0 297 -328  2
3943500 2443500  3 24  4   2.0  968 169  0.9 6  4.1  88    0    0 285 -327  2
3943500 2443500  3 24  5   0.7  967 267  1.5 3  4.0  90    0    0 253 -323  2
3943500 2443500  3 24  6  -0.1  967 110  0.7 3  3.7  91    0    0 230 -321  2
3943500 2443500  3 24  7   0.6  967 159  1.0 6  3.7  92    0    7 247 -321  2
3943500 2443500  3 24  8   2.0  967 310  1.3 7  4.1  93    5   76 275 -323  2
3943500 2443500  3 24  9   2.7  968  99  1.7 7  4.3  91    8  151 285 -331  2
3943500 2443500  3 24 10   3.3  967   0  1.7 7  4.3  87    1  165 286 -342  2
3943500 2443500  3 24 11   4.4  967   1  2.7 8  4.4  83    0  187 295 -352  2
3943500 2443500  3 24 12   5.1  967  10  3.6 7  4.4  79    9  274 299 -360  2
3943500 2443500  3 24 13   6.4  966  12  3.3 7  4.3  72   33  338 299 -364  2
3943500 2443500  3 24 14   6.4  966   0  3.9 7  4.2  67   39  325 301 -372  2
3943500 2443500  3 24 15   5.0  965 332  3.0 7  4.0  68    2  203 297 -375  2
3943500 2443500  3 24 16   5.5  965 352  2.7 8  4.0  69    0  134 295 -367  2
3943500 2443500  3 24 17   5.3  964  99  3.7 8  4.2  71    0   89 295 -361  2
3943500 2443500  3 24 18   5.3  964 313  1.8 8  4.2  72    0   46 292 -355  2
3943500 2443500  3 24 19   5.8  964  28  4.3 8  4.1  69    0    8 290 -348  2
3943500 2443500  3 24 20   5.4  965  11  3.8 8  4.1  70    0    0 292 -343  2
3943500 2443500  3 24 21   2.0  965  69  3.3 8  4.1  80    0    0 288 -336  2
3943500 2443500  3 24 22   2.9  966 359  3.7 8  4.2  89    0    0 287 -330  2
3943500 2443500  3 24 23   2.5  965   2  4.2 8  4.3  90    0    0 289 -328  2
3943500 2443500  3 24 24   2.7  965 353  3.6 8  4.4  91    0    0 290 -327  2
3943500 2443500  3 25  1   2.7  965   8  4.1 7  4.4  92    0    0 286 -328  2
3943500 2443500  3 25  2   2.5  965 360  4.7 7  4.4  92    0    0 283 -328  2
3943500 2443500  3 25  3   2.6  965  11  4.2 8  4.4  92    0    0 287 -327  2
3943500 2443500  3 25  4   2.8  965 353  4.6 8  4.4  92    0    0 292 -324  2
3943500 2443500  3 25  5   2.8  965   1  5.3 8  4.5  92    0    0 293 -323  2
3943500 2443500  3 25  6   2.6  965 352  5.2 8  4.4  91    0    0 294 -324  2
3943500 2443500  3 25  7   2.4  965 353  5.6 8  4.3  91    0    4 293 -325  2
3943500 2443500  3 25  8   2.5  965 353  6.3 7  4.3  90    0   25 289 -327  2
3943500 2443500  3 25  9   2.7  966 353  6.0 8  4.3  89    0   51 288 -333  2
3943500 2443500  3 25 10   2.8  966 352  5.8 8  4.2  88    0   99 294 -342  2
3943500 2443500  3 25 11   3.2  966 353  6.3 8  4.3  87    0  129 293 -351  2
3943500 2443500  3 25 12   3.5  967 349  7.2 8  4.3  86    0  174 293 -356  2
3943500 2443500  3 25 13   3.5  967   2  6.8 7  4.3  84    0  191 291 -364  2
3943500 2443500  3 25 14   3.7  967 359  6.2 8  4.4  85    0  171 293 -371  2
3943500 2443500  3 25 15   3.5  967   1  6.9 8  4.3  84    0  111 297 -371  2
3943500 2443500  3 25 16   3.2  967 353  5.3 8  4.4  86    0   76 295 -367  2
3943500 2443500  3 25 17   3.5  967 333  4.2 7  4.4  88    0   62 290 -360  2
3943500 2443500  3 25 18   3.2  967 343  4.2 7  4.4  87    0   47 284 -353  2
3943500 2443500  3 25 19   2.7  968 354  4.6 8  4.3  88    0    8 285 -347  2
3943500 2443500  3 25 20   2.7  969 334  4.1 8  4.3  90    0    0 287 -341  2
3943500 2443500  3 25 21   2.8  969 333  3.7 7  4.4  90    0    0 283 -338  2
3943500 2443500  3 25 22   2.7  970 339  3.9 8  4.3  90    0    0 283 -336  2
3943500 2443500  3 25 23   2.7  970 332  4.8 8  4.3  90    0    0 287 -335  2
3943500 2443500  3 25 24   2.3  970 322  5.0 8  4.2  89    0    0 286 -333  2
3943500 2443500  3 26  1   2.1  970 311  4.6 8  4.1  88    0    0 286 -331  2
3943500 2443500  3 26  2   2.2  970 321  4.2 8  3.9  85    0    0 286 -328  2
3943500 2443500  3 26  3   1.8  969 311  3.2 8  3.9  84    0    0 287 -327  2
3943500 2443500  3 26  4   1.7  969 308  3.9 8  3.8  85    0    0 288 -328  2
3943500 2443500  3 26  5   1.5  969 308  3.6 8  3.8  85    0    0 288 -329  2
3943500 2443500  3 26  6   1.3  969 319  3.7 8  3.7  84    0    0 288 -329  2
3943500 2443500  3 26  7   1.4  969 320  3.3 8  3.6  83    0    7 288 -328  2
3943500 2443500  3 26  8   1.4  969 324  4.0 7  3.6  82    2   68 282 -328  2
3943500 2443500  3 26  9   1.7  970 330  4.3 8  3.6  81    0   94 282 -331  2
3943500 2443500  3 26 10   2.2  969 330  4.3 7  3.6  78    0  140 282 -335  2
3943500 2443500  3 26 11   2.5  970 331  4.6 7  3.5  75    0  133 277 -336  2
3943500 2443500  3 26 12   2.7  971 318  2.9 7  3.5  73    0  143 279 -340  2
3943500 2443500  3 26 13   2.9  971 333  2.7 6  3.4  71    0  180 274 -343  2
3943500 2443500  3 26 14   3.1  971 342  3.4 7  3.4  70    0  137 275 -348  2
3943500 2443500  3 26 15   3.2  971 320  3.9 7  3.4  69    0  129 280 -353  2
3943500 2443500  3 26 16   3.2  970 334  3.7 7  3.4  67    0  116 278 -354  2
3943500 2443500  3 26 17   3.1  970   1  3.7 8  3.3  67    0   70 282 -353  2
3943500 2443500  3 26 18   2.8  971  10  2.7 8  3.4  69    0   42 285 -347  2
3943500 2443500  3 26 19   2.7  971   8  2.7 8  3.4  71    0    4 283 -340  2
3943500 2443500  3 26 20   2.4  971  20  3.1 8  3.3  70    0    0 280 -332  2
3943500 2443500  3 26 21   2.1  971  48  3.2 8  3.3  70    0    0 277 -326  2
3943500 2443500  3 26 22   1.8  971  41  2.4 8  3.3  72    0    0 276 -323  2
3943500 2443500  3 26 23   1.7  971  51  3.3 8  3.1  70    0    0 275 -322  2
3943500 2443500  3 26 24   1.3  971  50  2.6 7  3.1  70    0    0 271 -321  2
3943500 2443500  3 27  1   0.7  972  56  2.1 8  3.1  74    0    0 270 -321  2
3943500 2443500  3 27  2   0.5  972  57  1.8 8  3.1  76    0    0 274 -321  2
3943500 2443500  3 27  3   0.4  971  29  3.1 8  3.1  75    0    0 273 -320  2
3943500 2443500  3 27  4   0.7  971 359  2.4 7  3.0  73    0    0 268 -318  2
3943500 2443500  3 27  5   0.6  970  37  3.4 7  3.0  73    0    0 263 -317  2
3943500 2443500  3 27  6  -0.2  970  46  3.0 5  2.9  73    0    0 254 -317  2
3943500 2443500  3 27  7  -0.4  970  32  3.1 1  2.7  71    6   15 227 -317  2
3943500 2443500  3 27  8   0.0  971  28  4.5 1  2.7  70  111   60 210 -318  2
3943500 2443500  3 27  9   1.1  971  43  4.9 3  2.7  66  183  120 221 -321  2
3943500 2443500  3 27 10   1.5  971  28  5.7 4  2.6  59  172  202 235 -331  2
3943500 2443500  3 27 11   1.1  971  31  5.0 5  2.4  56   54  260 243 -345  2
3943500 2443500  3 27 12   1.7  971  40  4.6 7  2.3  53    0  188 258 -354  2
3943500 2443500  3 27 13   1.9  971  32  4.9 7  2.3  52    0  176 270 -362  2
3943500 2443500  3 27 14   2.1  971  21  4.6 7  2.3  51    0  137 272 -370  2
3943500 2443500  3 27 15   2.5  970  45  3.8 5  2.3  50    0  168 263 -369  2
3943500 2443500  3 27 16   2.4  970  46  3.9 6  2.3  50    3  160 258 -359  2
3943500 2443500  3 27 17   2.4  970  19  3.7 6  2.3  49   66  131 260 -352  2
3943500 2443500  3 27 18   1.9  969  55  2.4 6  2.3  50   76   61 260 -347  2
3943500 2443500  3 27 19   1.4  970 353  2.0 4  2.4  53    8   14 249 -341  2
3943500 2443500  3 27 20   1.2  970 349  2.0 3  2.4  56    0    0 234 -336  2
3943500 2443500  3 27 21   1.0  970  14  1.9 5  2.6  61    0    0 239 -330  2
3943500 2443500  3 27 22   0.5  970  72  1.6 5  2.8  68    0    0 247 -324  2
3943500 2443500  3 27 23   0.0  970  81  1.6 5  2.9  71    0    0 246 -321  2
3943500 2443500  3 27 24  -0.4  971  82  1.6 7  2.9  73    0    0 253 -321  2
3943500 2443500  3 28  1  -0.6  970  73  1.9 5  2.9  77    0    0 252 -320  2
3943500 2443500  3 28  2  -1.2  970  82  1.6 3  2.9  80    0    0 235 -317  2
3943500 2443500  3 28  3  -2.1  970  54  1.8 1  2.9  82    0    0 217 -315  2
3943500 2443500  3 28  4  -2.7  970  46  1.4 0  2.7  82    0    0 203 -314  2
3943500 2443500  3 28  5  -3.0  970  72  1.5 0  2.7  84    0    0 197 -313  2
3943500 2443500  3 28  6  -3.7  970  55  1.3 0  2.6  83    0    0 196 -312  2
3943500 2443500  3 28  7  -3.1  970  36  1.3 0  2.5  80    4   16 195 -312  2
3943500 2443500  3 28  8  -1.4  970  60  1.7 0  2.6  77   86   78 197 -313  2
3943500 2443500  3 28  9   0.0  971  83  2.2 0  2.7  72  216  122 201 -317  2
3943500 2443500  3 28 10   1.0  971 120  2.5 1  2.8  68  344  156 208 -325  2
3943500 2443500  3 28 11   2.6  971  39  4.0 2  2.6  58  318  243 220 -338  2
3943500 2443500  3 28 12   1.9  970  40  3.4 5  2.4  51  113  317 239 -353  2
3943500 2443500  3 28 13   3.1  970 103  3.7 5  2.5  53  120  323 255 -368  2
3943500 2443500  3 28 14   3.4  971  80  2.6 4  2.5  51  340  173 253 -377  2
3943500 2443500  3 28 15   4.2  970  92  3.3 4  2.6  50  259  255 250 -380  2
3943500 2443500  3 28 16   4.3  970  81  3.3 4  2.6  48  205  208 252 -376  2
3943500 2443500  3 28 17   4.2  970  64  3.1 3  2.5  46  147  138 248 -367  2
3943500 2443500  3 28 18   3.0  970  86  3.2 3  2.6  50   67   72 242 -356  2
3943500 2443500  3 28 19   1.1  970  79  2.7 3  2.7  59    6   15 238 -345  2
3943500 2443500  3 28 20   0.8  970  73  1.9 2  2.7  62    0    0 231 -336  2
3943500 2443500  3 28 21   0.1  970 105  1.5 1  2.7  65    0    0 221 -329  2
3943500 2443500  3 28 22  -0.5  971 155  1.2 1  2.7  68    0    0 210 -324  2
3943500 2443500  3 28 23  -0.1  971 182  1.3 1  2.7  67    0    0 208 -321  2
3943500 2443500  3 28 24   0.2  972 187  1.6 0  2.8  68    0    0 212 -320  2
3943500 2443500  3 29  1   0.8  979 169  1.8 0  3.0  70    0    0 220 -323  2
3943500 2443500  3 29  2   1.2  979 115  2.2 0  3.2  73    0    0 220 -321  2
3943500 2443500  3 29  3   1.2  979  76  2.3 0  3.4  76    0    0 216 -320  2
3943500 2443500  3 29  4   0.5  978  77  2.5 0  3.4  82    0    0 216 -320  2
3943500 2443500  3 29  5   0.5  979  69  2.0 0  3.4  83    0    0 214 -319  2
3943500 2443500  3 29  6  -0.4  979  77  3.3 1  3.5  91    0    0 215 -317  2
3943500 2443500  3 29  7   0.0  979   2  1.3 2  3.5  91    0   11 222 -315  2
3943500 2443500  3 29  8   2.8  979  94  2.0 2  3.7  86   98   64 230 -316  2
3943500 2443500  3 29  9   5.2  979 122  3.3 0  3.9  75  265   87 229 -320  2
3943500 2443500  3 29 10   7.1  980  82  1.3 0  3.9  65  416   94 227 -332  2
3943500 2443500  3 29 11   9.2  980  93  1.4 0  4.0  57  545   94 232 -352  2
3943500 2443500  3 29 12  12.1  979  80  1.3 0  4.0  49  638   87 240 -369  2
3943500 2443500  3 29 13  13.9  979  69  2.0 0  3.8  39  675   78 248 -380  2
3943500 2443500  3 29 14  15.6  978  49  2.3 0  3.3  31  665   66 253 -385  2
3943500 2443500  3 29 15  16.2  978  56  2.8 0  3.0  26  576   72 256 -387  2
3943500 2443500  3 29 16  16.2  977  58  3.1 0  3.0  25  436   80 258 -385  2
3943500 2443500  3 29 17  15.9  976  86  3.3 0  3.1  26  275   76 258 -379  2
3943500 2443500  3 29 18  14.7  976  64  3.4 0  3.3  29  122   55 257 -371  2
3943500 2443500  3 29 19  10.8  976  79  2.3 1  3.6  37   14   13 253 -360  2
3943500 2443500  3 29 20  10.1  977  49  2.6 1  3.4  42    0    0 246 -349  2
3943500 2443500  3 29 21   7.9  977  73  1.0 1  3.4  46    0    0 241 -342  2
3943500 2443500  3 29 22   5.6  977 329  1.3 1  3.5  56    0    0 236 -337  2
3943500 2443500  3 29 23   5.1  978 339  2.0 1  3.6  63    0    0 233 -333  2
3943500 2443500  3 29 24   4.6  978 326  1.3 1  3.7  66    0    0 232 -331  2
3943500 2443500  3 30  1   3.3  977 269  2.0 1  3.7  71    0    0 230 -330  2
3943500 2443500  3 30  2   2.3  977 260  1.8 1  3.8  78    0    0 227 -329  2
3943500 2443500  3 30  3   1.8  977 358  0.4 1  3.8  83    0    0 227 -327  2
3943500 2443500  3 30  4   0.3  977  90  1.0 2  3.7  88    0    0 226 -325  2
3943500 2443500  3 30  5   0.5  977 142  1.0 2  3.7  92    0    0 226 -323  2
3943500 2443500  3 30  6  -0.5  977  49  1.1 3  3.7  94    0    0 228 -321  2
3943500 2443500  3 30  7   0.6  977 359  0.5 3  3.8  95    0    4 230 -320  2
3943500 2443500  3 30  8   2.1  977  48  0.7 8  4.0  92    2   60 245 -322  2
3943500 2443500  3 30  9   4.2  977 101  0.6 6  4.3  88   32  125 259 -332  2
3943500 2443500  3 30 10   7.1  978  63  0.8 6  4.7  80   60  177 263 -350  2
3943500 2443500  3 30 11   9.2  978 102  0.7 6  4.7  68   77  202 274 -369  2
3943500 2443500  3 30 12  10.3  978  63  1.0 7  4.6  59   32  232 284 -388  2
3943500 2443500  3 30 13  11.7  979 303  0.9 7  4.5  54   30  234 294 -405  2
3943500 2443500  3 30 14  12.2  978  58  1.2 7  4.5  50   40  228 300 -414  2
3943500 2443500  3 30 15  12.3  978 357  1.9 7  4.4  48   17  194 303 -414  2
3943500 2443500  3 30 16  11.9  978  29  2.5 7  4.4  49   15  155 305 -407  2
3943500 2443500  3 30 17  11.3  977   5  2.8 7  4.7  54   22  111 306 -395  2
3943500 2443500  3 30 18  10.3  977   0  2.7 7  4.8  58    5   55 305 -383  2
3943500 2443500  3 30 19   9.1  976  19  1.6 8  4.9  63    0   10 307 -373  2
3943500 2443500  3 30 20   7.6  976 351  1.2 8  4.9  69    0    0 309 -363  2
3943500 2443500  3 30 21   6.8  977   7  1.0 7  4.7  72    0    0 303 -357  2
3943500 2443500  3 30 22   5.1  977 280  1.4 8  4.8  80    0    0 301 -354  2
3943500 2443500  3 30 23   4.8  978 272  1.7 8  4.9  88    0    0 302 -353  2
3943500 2443500  3 30 24   3.9  977 267  1.3 7  4.8  90    0    0 298 -352  2
3943500 2443500  3 31  1   4.4  977 279  1.4 7  4.8  91    0    0 295 -352  2
