 	0-1                                                                                                                                                                                                                                                                                                         	°C                                                                                                                                                                                                                                                                                                          	g/kg                                                                                                                                                                                                                                                                                                        	°C                                                                                                                                                                                                                                                                                                          	°C                                                                                                                                                                                                                                                                                                          	°C                                                                                                                                                                                                                                                                                                          	°C                                                                                                                                                                                                                                                                                                          	°C                                                                                                                                                                                                                                                                                                          	°C                                                                                                                                                                                                                                                                                                          	°C                                                                                                                                                                                                                                                                                                          	°C                                                                                                                                                                                                                                                                                                          	°C                                                                                                                                                                                                                                                                                                          	g/kg                                                                                                                                                                                                                                                                                                        	%                                                                                                                                                                                                                                                                                                           	°C                                                                                                                                                                                                                                                                                                          	°C                                                                                                                                                                                                                                                                                                          	°C                                                                                                                                                                                                                                                                                                          	°C                                                                                                                                                                                                                                                                                                          	g/kg                                                                                                                                                                                                                                                                                                        	°C                                                                                                                                                                                                                                                                                                          	°C                                                                                                                                                                                                                                                                                                          	1/h                                                                                                                                                                                                                                                                                                         	m3                                                                                                                                                                                                                                                                                                          	0/1                                                                                                                                                                                                                                                                                                         	0                                                                                                                                                                                                                                                                                                           	
     13.0000       1.0000      -0.5375       3.0019       1.9856       5.0000      26.0000      20.0000      19.8304      19.6005      19.6005      19.8304       1.1970       4.1223      28.8276       0.0000       0.0000       0.0000       0.0000       0.0000      -0.5375       0.0000       0.5000    2011.8000       0.0000       0.0000
     14.0000       1.0000      -0.6750       2.9589       1.7515       5.0000      26.0000      20.0000      19.7684      19.6054      19.6054      19.7684       1.5531       4.2286      29.6797       0.0000       0.0000       0.0000       0.0000       0.0000      -0.6750       0.0000       0.5000    2011.8000       0.0000       0.0000
     15.0000       1.0000      -0.7000       2.9483       1.5141       5.0000      26.0000      20.0000      19.7177      19.5984      19.5984      19.7177       1.8415       4.3165      30.3883       0.0000       0.0000       0.0000       0.0000       0.0000      -0.7000       0.0000       0.5000    2011.8000       0.0000       0.0000
     16.0000       1.0000      -0.7250       2.9198       1.2762       5.0000      26.0000      20.0000      19.6800      19.5576      19.5576      19.6800       2.0725       4.3882      30.9613       0.0000       0.0000       0.0000       0.0000       0.0000      -0.7250       0.0000       0.5000    2011.8000       0.0000       0.0000
     17.0000       1.0000      -0.8750       2.9100       1.0338       5.0000      26.0000      20.0000      19.7053      19.6252      19.6252      19.7053       2.2814       4.4539      31.3725       0.0000       0.0000       0.0000       0.0000       0.0000      -0.8750       0.0000       0.5000    2011.8000       0.0000       0.0000
     18.0000       1.0000      -0.9125       2.9361       0.7879       5.0000      26.0000      20.0000      19.7456      19.6300      19.6300      19.7456       2.4860       4.5191      31.7491       0.0000       0.0000       0.0000       0.0000       0.0000      -0.9125       0.0000       0.5000    2011.8000       0.0000       0.0000
     19.0000       0.0000      -1.0125       2.9509       0.5392       5.0000      26.0000      20.0000      18.2985      18.3366       0.0000       0.0000       2.3674       4.4816       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -1.0125       0.0000       0.5000    2011.8000       0.0000       0.0000
     20.0000       0.0000      -1.1750       2.9713       0.2843       5.0000      26.0000      20.0000      15.8632      16.6719       0.0000       0.0000       1.7269       4.2815       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -1.1750       0.0000       0.5000    2011.8000       0.0000       0.0000
     21.0000       0.0000      -1.2125       2.9963       0.0259       5.0000      26.0000      20.0000      16.1158      16.5523       0.0000       0.0000       1.2719       4.1445       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -1.2125       0.0000       0.5000    2011.8000       0.0000       0.0000
     22.0000       0.0000      -1.3250       2.9810      -0.2354       5.0000      26.0000      20.0000      16.3017      16.5256       0.0000       0.0000       0.9214       4.0416       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -1.3250       0.0000       0.5000    2011.8000       0.0000       0.0000
     23.0000       0.0000      -1.5875       2.9743      -0.5056       5.0000      26.0000      20.0000      16.4020      16.4980       0.0000       0.0000       0.6064       3.9512       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -1.5875       0.0000       0.5000    2011.8000       0.0000       0.0000
     24.0000       0.0000      -1.8125       2.9839      -0.7860       4.6123      26.0000      20.0000      16.4664      16.4702       0.0000       0.0000       0.3145       3.8691       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -1.8125       0.0000       0.5000    2011.8000       0.0000       0.0000
     25.0000       0.0000      -2.1000       2.9685      -1.0519       3.4492      26.0000      20.0000      16.5126      16.4415       0.0000       0.0000       0.0510       3.7939       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -2.1000       0.0000       0.5000    2011.8000       0.0000       0.0000
     26.0000       0.0000      -2.3375       2.9137      -1.2271       3.4492      26.0000      20.0000      16.5510      16.4148       0.0000       0.0000      -0.1670       3.7216       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -2.3375       0.0000       0.5000    2011.8000       0.0000       0.0000
     27.0000       0.0000      -2.2500       2.9077      -1.3062       3.4492      26.0000      20.0000      16.5960      16.3995       0.0000       0.0000      -0.3904       3.6530       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -2.2500       0.0000       0.5000    2011.8000       0.0000       0.0000
     28.0000       0.0000      -2.3875       2.8471      -1.3469       3.4492      26.0000      20.0000      16.6303      16.3818       0.0000       0.0000      -0.6083       3.5874       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -2.3875       0.0000       0.5000    2011.8000       0.0000       0.0000
     29.0000       0.0000      -2.5125       2.8135      -1.3887       3.4492      26.0000      20.0000      16.6592      16.3650       0.0000       0.0000      -0.8182       3.5251       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -2.5125       0.0000       0.5000    2011.8000       0.0000       0.0000
     30.0000       0.0000      -2.7000       2.7693      -1.4330       3.4492      26.0000      20.0000      16.6834      16.3479       0.0000       0.0000      -1.0101       3.4691       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -2.7000       0.0000       0.5000    2011.8000       0.0000       0.0000
     31.0000       0.0000      -2.9000       2.7193      -1.4816       3.4492      26.0000      20.0000      16.7024      16.3304       0.0000       0.0000      -1.1939       3.4162       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -2.9000       0.0000       0.5000    2011.8000       0.0000       0.0000
     32.0000       0.0000      -3.1000       2.6445      -1.5370       3.4492      26.0000      20.0000      16.7188      16.3134       0.0000       0.0000      -1.3819       3.3629       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -3.1000       0.0000       0.5000    2011.8000       0.0000       0.0000
     33.0000       1.0000      -3.2500       2.5533      -1.6029       3.4492      26.0000      20.0000      18.6726      18.0336      18.0336      18.6726      -1.2825       3.3914      25.5975       0.0000       0.0000       0.0000       0.0000       0.0000      -3.2500       0.0000       0.5000    2011.8000       0.0000       0.0000
     34.0000       1.0000      -3.0500       2.5050      -1.6754       3.4492      26.0000      20.0000      20.5281      19.2524      19.2524      20.5281      -0.6192       3.5844      24.0271       0.0000       0.0000       0.0000       0.0000       0.0000      -3.0500       0.0000       0.5000    2011.8000       0.0000       0.0000
     35.0000       1.0000      -2.4875       2.4884      -1.7402       3.4492      26.0000      20.0000      20.4313      19.3818      19.3818      20.4313      -0.0984       3.7446      25.2466       0.0000       0.0000       0.0000       0.0000       0.0000      -2.4875       0.0000       0.5000    2011.8000       0.0000       0.0000
     36.0000       1.0000      -1.9250       2.5083      -1.7943       3.4492      26.0000      20.0000      20.3003      19.4275      19.4275      20.3003       0.3439       3.8774      26.3483       0.0000       0.0000       0.0000       0.0000       0.0000      -1.9250       0.0000       0.5000    2011.8000       0.0000       0.0000
     37.0000       1.0000      -2.0375       2.4250      -1.8536       3.4492      26.0000      20.0000      20.1965      19.4269      19.4269      20.1965       0.7223       3.9843      27.2440       0.0000       0.0000       0.0000       0.0000       0.0000      -2.0375       0.0000       0.5000    2011.8000       0.0000       0.0000
     38.0000       1.0000      -1.9125       2.4424      -1.9101       3.4492      26.0000      20.0000      20.1348      19.4320      19.4320      20.1348       1.0214       4.0707      27.9370       0.0000       0.0000       0.0000       0.0000       0.0000      -1.9125       0.0000       0.5000    2011.8000       0.0000       0.0000
     39.0000       1.0000      -1.8375       2.4578      -1.9581       3.4492      26.0000      20.0000      20.0966      19.4403      19.4403      20.0966       1.2759       4.1455      28.5147       0.0000       0.0000       0.0000       0.0000       0.0000      -1.8375       0.0000       0.5000    2011.8000       0.0000       0.0000
     40.0000       1.0000      -2.0250       2.4195      -2.0092       3.4492      26.0000      20.0000      20.0466      19.4056      19.4056      20.0466       1.4838       4.2076      29.0286       0.0000       0.0000       0.0000       0.0000       0.0000      -2.0250       0.0000       0.5000    2011.8000       0.0000       0.0000
     41.0000       1.0000      -2.4000       2.3369      -2.0689       3.4492      26.0000      20.0000      20.0500      19.4759      19.4759      20.0500       1.6409       4.2551      29.3478       0.0000       0.0000       0.0000       0.0000       0.0000      -2.4000       0.0000       0.5000    2011.8000       0.0000       0.0000
     42.0000       1.0000      -2.7875       2.2131      -2.1416       3.4492      26.0000      20.0000      20.0408      19.4662      19.4662      20.0408       1.7232       4.2802      29.5363       0.0000       0.0000       0.0000       0.0000       0.0000      -2.7875       0.0000       0.5000    2011.8000       0.0000       0.0000
     43.0000       0.0000      -3.2375       2.1020      -2.2275       3.4492      26.0000      20.0000      18.2965      17.9745       0.0000       0.0000       1.3997       4.1832       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -3.2375       0.0000       0.5000    2011.8000       0.0000       0.0000
     44.0000       0.0000      -4.4625       1.8975      -2.3465       3.4492      26.0000      20.0000      16.0984      16.4456       0.0000       0.0000       0.5527       3.9363       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -4.4625       0.0000       0.5000    2011.8000       0.0000       0.0000
     45.0000       0.0000      -5.4875       1.7761      -2.5109       3.4492      26.0000      20.0000      16.2643      16.3368       0.0000       0.0000      -0.0542       3.7575       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -5.4875       0.0000       0.5000    2011.8000       0.0000       0.0000
     46.0000       0.0000      -5.9250       1.7390      -2.6979       3.4492      26.0000      20.0000      16.3786      16.2891       0.0000       0.0000      -0.6055       3.5884       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -5.9250       0.0000       0.5000    2011.8000       0.0000       0.0000
     47.0000       0.0000      -6.9875       1.6280      -2.9090       3.4492      26.0000      20.0000      16.4182      16.2318       0.0000       0.0000      -1.1560       3.4273       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -6.9875       0.0000       0.5000    2011.8000       0.0000       0.0000
     48.0000       0.0000      -7.9500       1.5470      -3.1554       2.9838      26.0000      20.0000      16.4345      16.1764       0.0000       0.0000      -1.7133       3.2710       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -7.9500       0.0000       0.5000    2011.8000       0.0000       0.0000
     49.0000       0.0000      -8.1125       1.5488      -3.4085       1.5877      26.0000      20.0000      16.4712      16.1460       0.0000       0.0000      -2.2547       3.1254       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -8.1125       0.0000       0.5000    2011.8000       0.0000       0.0000
     50.0000       0.0000      -8.7000       1.4866      -3.6672       1.5877      26.0000      20.0000      16.4911      16.1100       0.0000       0.0000      -2.7820       2.9894       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -8.7000       0.0000       0.5000    2011.8000       0.0000       0.0000
     51.0000       0.0000      -8.7750       1.4812      -3.9380       1.5877      26.0000      20.0000      16.5206      16.0881       0.0000       0.0000      -3.2974       2.8617       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -8.7750       0.0000       0.5000    2011.8000       0.0000       0.0000
     52.0000       0.0000      -8.7500       1.4980      -4.2045       1.5877      26.0000      20.0000      16.5556      16.0749       0.0000       0.0000      -3.7820       2.7463       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -8.7500       0.0000       0.5000    2011.8000       0.0000       0.0000
     53.0000       0.0000      -9.4625       1.4087      -4.4847       1.5877      26.0000      20.0000      16.5600      16.0426       0.0000       0.0000      -4.2212       2.6454       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -9.4625       0.0000       0.5000    2011.8000       0.0000       0.0000
     54.0000       0.0000      -9.5375       1.3993      -4.7728       1.5877      26.0000      20.0000      16.5788      16.0245       0.0000       0.0000      -4.6505       2.5501       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -9.5375       0.0000       0.5000    2011.8000       0.0000       0.0000
     55.0000       0.0000      -9.6250       1.3885      -5.0553       1.5877      26.0000      20.0000      16.6010      16.0103       0.0000       0.0000      -5.0603       2.4621       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -9.6250       0.0000       0.5000    2011.8000       0.0000       0.0000
     56.0000       0.0000      -9.4000       1.4207      -5.3241       1.5877      26.0000      20.0000      16.6309      16.0060       0.0000       0.0000      -5.4393       2.3832       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -9.4000       0.0000       0.5000    2011.8000       0.0000       0.0000
     57.0000       1.0000      -9.4625       1.4383      -5.5854       1.5877      26.0000      20.0000      18.6366      17.7601      17.7601      18.6366      -5.2523       2.4229      18.3344       0.0000       0.0000       0.0000       0.0000       0.0000      -9.4625       0.0000       0.5000    2011.8000       0.0000       0.0000
     58.0000       1.0000      -8.1625       1.6063      -5.8179       1.5877      26.0000      20.0000      20.5420      19.0150      19.0150      20.5420      -4.0108       2.6941      18.0688       0.0000       0.0000       0.0000       0.0000       0.0000      -8.1625       0.0000       0.5000    2011.8000       0.0000       0.0000
     59.0000       1.0000      -6.3750       1.7687      -5.9991       1.5877      26.0000      20.0000      20.4845      19.1673      19.1673      20.4845      -2.9948       2.9365      19.7596       0.0000       0.0000       0.0000       0.0000       0.0000      -6.3750       0.0000       0.5000    2011.8000       0.0000       0.0000
     60.0000       1.0000      -4.6625       1.8450      -6.1295       1.5877      26.0000      20.0000      20.4015      19.2453      19.2453      20.4015      -2.1782       3.1457      21.2680       0.0000       0.0000       0.0000       0.0000       0.0000      -4.6625       0.0000       0.5000    2011.8000       0.0000       0.0000
     61.0000       1.0000      -4.4750       1.7393      -6.2334       1.5877      26.0000      20.0000      20.3128      19.2756      19.2756      20.3128      -1.5557       3.3145      22.5256       0.0000       0.0000       0.0000       0.0000       0.0000      -4.4750       0.0000       0.5000    2011.8000       0.0000       0.0000
     62.0000       1.0000      -4.3750       1.6789      -6.3356       1.5877      26.0000      20.0000      20.2416      19.2878      19.2878      20.2416      -1.0772       3.4498      23.5436       0.0000       0.0000       0.0000       0.0000       0.0000      -4.3750       0.0000       0.5000    2011.8000       0.0000       0.0000
     63.0000       1.0000      -4.3125       1.6815      -6.4368       1.5877      26.0000      20.0000      20.1909      19.2868      19.2868      20.1909      -0.6901       3.5630      24.3882       0.0000       0.0000       0.0000       0.0000       0.0000      -4.3125       0.0000       0.5000    2011.8000       0.0000       0.0000
     64.0000       1.0000      -5.4000       1.5590      -6.5627       1.5877      26.0000      20.0000      20.1141      19.2378      19.2378      20.1141      -0.3898       3.6532      25.1212       0.0000       0.0000       0.0000       0.0000       0.0000      -5.4000       0.0000       0.5000    2011.8000       0.0000       0.0000
     65.0000       1.0000      -6.1000       1.5295      -6.7134       1.5877      26.0000      20.0000      20.1048      19.2923      19.2923      20.1048      -0.1609       3.7235      25.6157       0.0000       0.0000       0.0000       0.0000       0.0000      -6.1000       0.0000       0.5000    2011.8000       0.0000       0.0000
     66.0000       1.0000      -6.7250       1.5130      -6.8733       1.5877      26.0000      20.0000      20.0961      19.2798      19.2798      20.0961      -0.0205       3.7692      25.9425       0.0000       0.0000       0.0000       0.0000       0.0000      -6.7250       0.0000       0.5000    2011.8000       0.0000       0.0000
     67.0000       0.0000      -7.4375       1.4773      -7.0463       1.5877      26.0000      20.0000      18.0861      17.5902       0.0000       0.0000      -0.2877       3.6871       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -7.4375       0.0000       0.5000    2011.8000       0.0000       0.0000
     68.0000       0.0000      -7.7875       1.4572      -7.2008       1.5877      26.0000      20.0000      16.1784      16.2708       0.0000       0.0000      -1.0123       3.4688       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -7.7875       0.0000       0.5000    2011.8000       0.0000       0.0000
     69.0000       0.0000      -8.0250       1.4486      -7.3167       1.5877      26.0000      20.0000      16.3207      16.1653       0.0000       0.0000      -1.6156       3.2979       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -8.0250       0.0000       0.5000    2011.8000       0.0000       0.0000
     70.0000       0.0000      -8.4250       1.4332      -7.4210       1.5877      26.0000      20.0000      16.4272      16.1251       0.0000       0.0000      -2.1955       3.1410       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -8.4250       0.0000       0.5000    2011.8000       0.0000       0.0000
     71.0000       0.0000      -8.9625       1.4020      -7.5131       1.5877      26.0000      20.0000      16.4773      16.0859       0.0000       0.0000      -2.7590       2.9953       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -8.9625       0.0000       0.5000    2011.8000       0.0000       0.0000
     72.0000       0.0000      -9.4875       1.3681      -7.5799       0.9445      26.0000      20.0000      16.5086      16.0499       0.0000       0.0000      -3.3062       2.8597       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -9.4875       0.0000       0.5000    2011.8000       0.0000       0.0000
     73.0000       0.0000     -10.7500       1.2281      -7.6743      -0.9851      26.0000      20.0000      16.5007      15.9925       0.0000       0.0000      -3.8669       2.7266       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000     -10.7500       0.0000       0.5000    2011.8000       0.0000       0.0000
     74.0000       0.0000     -10.2250       1.3028      -7.7583      -0.9851      26.0000      20.0000      16.5479      15.9833       0.0000       0.0000      -4.4120       2.6027       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000     -10.2250       0.0000       0.5000    2011.8000       0.0000       0.0000
     75.0000       0.0000     -10.2250       1.3282      -7.8150      -0.9851      26.0000      20.0000      16.5871      15.9726       0.0000       0.0000      -4.9062       2.4949       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000     -10.2250       0.0000       0.5000    2011.8000       0.0000       0.0000
     76.0000       0.0000     -10.8000       1.2655      -7.8949      -0.9851      26.0000      20.0000      16.5927      15.9438       0.0000       0.0000      -5.3920       2.3930       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000     -10.8000       0.0000       0.5000    2011.8000       0.0000       0.0000
     77.0000       0.0000      -9.7500       1.3859      -7.9379      -0.9851      26.0000      20.0000      16.6511      15.9596       0.0000       0.0000      -5.8244       2.3054       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -9.7500       0.0000       0.5000    2011.8000       0.0000       0.0000
     78.0000       0.0000      -8.7625       1.4784      -7.9194      -0.9851      26.0000      20.0000      16.7110      15.9824       0.0000       0.0000      -6.1575       2.2400       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -8.7625       0.0000       0.5000    2011.8000       0.0000       0.0000
     79.0000       0.0000      -8.2375       1.5014      -7.8694      -0.9851      26.0000      20.0000      16.7546      15.9984       0.0000       0.0000      -6.4393       2.1860       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -8.2375       0.0000       0.5000    2011.8000       0.0000       0.0000
     80.0000       0.0000      -7.9250       1.5385      -7.8101      -0.9851      26.0000      20.0000      16.7827      16.0065       0.0000       0.0000      -6.6836       2.1402       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -7.9250       0.0000       0.5000    2011.8000       0.0000       0.0000
     81.0000       1.0000      -7.1625       1.6550      -7.7268      -0.9851      26.0000      20.0000      18.8088      17.7880      17.7880      18.8088      -6.2763       2.2188      16.6017       0.0000       0.0000       0.0000       0.0000       0.0000      -7.1625       0.0000       0.5000    2011.8000       0.0000       0.0000
     82.0000       1.0000      -6.1250       1.7712      -7.6344      -0.9851      26.0000      20.0000      20.7066      19.0591      19.0591      20.7066      -4.7095       2.5384      16.8574       0.0000       0.0000       0.0000       0.0000       0.0000      -6.1250       0.0000       0.5000    2011.8000       0.0000       0.0000
     83.0000       1.0000      -5.2375       1.8481      -7.5713      -0.9851      26.0000      20.0000      20.6065      19.1958      19.1958      20.6065      -3.4931       2.8153      18.8062       0.0000       0.0000       0.0000       0.0000       0.0000      -5.2375       0.0000       0.5000    2011.8000       0.0000       0.0000
     84.0000       1.0000      -4.5875       1.9251      -7.5544      -0.9851      26.0000      20.0000      20.4675      19.2287      19.2287      20.4675      -2.5494       3.0490      20.5335       0.0000       0.0000       0.0000       0.0000       0.0000      -4.5875       0.0000       0.5000    2011.8000       0.0000       0.0000
     85.0000       1.0000      -3.9250       2.0371      -7.5418      -0.9851      26.0000      20.0000      20.3932      19.2675      19.2675      20.3932      -1.7988       3.2477      21.9647       0.0000       0.0000       0.0000       0.0000       0.0000      -3.9250       0.0000       0.5000    2011.8000       0.0000       0.0000
     86.0000       1.0000      -3.4500       2.1527      -7.5075      -0.9851      26.0000      20.0000      20.3409      19.2999      19.2999      20.3409      -1.1668       3.4242      23.2269       0.0000       0.0000       0.0000       0.0000       0.0000      -3.4500       0.0000       0.5000    2011.8000       0.0000       0.0000
     87.0000       1.0000      -3.2625       2.2627      -7.4680      -0.9851      26.0000      20.0000      20.2858      19.3095      19.3095      20.2858      -0.6281       3.5816      24.3713       0.0000       0.0000       0.0000       0.0000       0.0000      -3.2625       0.0000       0.5000    2011.8000       0.0000       0.0000
     88.0000       1.0000      -2.9125       2.3826      -7.3886      -0.9851      26.0000      20.0000      20.2432      19.2990      19.2990      20.2432      -0.1610       3.7235      25.3978       0.0000       0.0000       0.0000       0.0000       0.0000      -2.9125       0.0000       0.5000    2011.8000       0.0000       0.0000
     89.0000       1.0000      -2.6375       2.4308      -7.2576      -0.9851      26.0000      20.0000      20.2625      19.3854      19.3854      20.2625       0.2422       3.8491      26.2180       0.0000       0.0000       0.0000       0.0000       0.0000      -2.6375       0.0000       0.5000    2011.8000       0.0000       0.0000
     90.0000       1.0000      -2.6125       2.4892      -7.0961      -0.9851      26.0000      20.0000      20.2671      19.3986      19.3986      20.2671       0.5802       3.9438      26.8513       0.0000       0.0000       0.0000       0.0000       0.0000      -2.6125       0.0000       0.5000    2011.8000       0.0000       0.0000
     91.0000       0.0000      -2.6750       2.5556      -6.9075      -0.9851      26.0000      20.0000      18.4222      17.8397       0.0000       0.0000       0.5154       3.9258       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -2.6750       0.0000       0.5000    2011.8000       0.0000       0.0000
     92.0000       0.0000      -2.5125       2.6178      -6.6962      -0.9851      26.0000      20.0000      16.3128      16.4074       0.0000       0.0000       0.0003       3.7766       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -2.5125       0.0000       0.5000    2011.8000       0.0000       0.0000
     93.0000       0.0000      -1.8500       2.7066      -6.4536      -0.9851      26.0000      20.0000      16.5573      16.3776       0.0000       0.0000      -0.2926       3.6829       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -1.8500       0.0000       0.5000    2011.8000       0.0000       0.0000
