 	0-1                                                                                                                                                                                                                                                                                                         	°C                                                                                                                                                                                                                                                                                                          	g/kg                                                                                                                                                                                                                                                                                                        	°C                                                                                                                                                                                                                                                                                                          	°C                                                                                                                                                                                                                                                                                                          	°C                                                                                                                                                                                                                                                                                                          	°C                                                                                                                                                                                                                                                                                                          	°C                                                                                                                                                                                                                                                                                                          	°C                                                                                                                                                                                                                                                                                                          	°C                                                                                                                                                                                                                                                                                                          	°C                                                                                                                                                                                                                                                                                                          	°C                                                                                                                                                                                                                                                                                                          	g/kg                                                                                                                                                                                                                                                                                                        	%                                                                                                                                                                                                                                                                                                           	°C                                                                                                                                                                                                                                                                                                          	°C                                                                                                                                                                                                                                                                                                          	°C                                                                                                                                                                                                                                                                                                          	°C                                                                                                                                                                                                                                                                                                          	g/kg                                                                                                                                                                                                                                                                                                        	°C                                                                                                                                                                                                                                                                                                          	°C                                                                                                                                                                                                                                                                                                          	1/h                                                                                                                                                                                                                                                                                                         	m3                                                                                                                                                                                                                                                                                                          	0/1                                                                                                                                                                                                                                                                                                         	0                                                                                                                                                                                                                                                                                                           	
     10.0000       1.0000      -1.3125       2.9757       2.7155       5.0000      26.0000      20.0000      19.0009      18.8958      18.8958      19.0009      -0.8208       3.5248      25.9847       0.0000       0.0000       0.0000       0.0000       0.0000      -1.3125       0.0000       0.5000     539.4000       0.0000       0.0000
     11.0000       1.0000      -1.0625       3.0253       2.4587       5.0000      26.0000      20.0000      19.0547      19.0687      19.0687      19.0547      -0.1635       3.7247      27.3527       0.0000       0.0000       0.0000       0.0000       0.0000      -1.0625       0.0000       0.5000     539.4000       0.0000       0.0000
     12.0000       1.0000      -0.6500       3.0412       2.2170       5.0000      26.0000      20.0000      19.0845      19.1732      19.1732      19.0845       0.4069       3.8951      28.5430       0.0000       0.0000       0.0000       0.0000       0.0000      -0.6500       0.0000       0.5000     539.4000       0.0000       0.0000
     13.0000       1.0000      -0.5375       3.0019       1.9856       5.0000      26.0000      20.0000      19.0951      19.2329      19.2329      19.0951       0.8874       4.0318      29.5187       0.0000       0.0000       0.0000       0.0000       0.0000      -0.5375       0.0000       0.5000     539.4000       0.0000       0.0000
     14.0000       1.0000      -0.6750       2.9589       1.7515       5.0000      26.0000      20.0000      19.0799      19.2612      19.2612      19.0799       1.2670       4.1430      30.3558       0.0000       0.0000       0.0000       0.0000       0.0000      -0.6750       0.0000       0.5000     539.4000       0.0000       0.0000
     15.0000       1.0000      -0.7000       2.9483       1.5141       5.0000      26.0000      20.0000      19.0405      19.2598      19.2598      19.0405       1.5740       4.2349      31.1012       0.0000       0.0000       0.0000       0.0000       0.0000      -0.7000       0.0000       0.5000     539.4000       0.0000       0.0000
     16.0000       1.0000      -0.7250       2.9198       1.2762       5.0000      26.0000      20.0000      18.9456      19.1903      19.1903      18.9456       1.8210       4.3102      31.8386       0.0000       0.0000       0.0000       0.0000       0.0000      -0.7250       0.0000       0.5000     539.4000       0.0000       0.0000
     17.0000       1.0000      -0.8750       2.9100       1.0338       5.0000      26.0000      20.0000      19.4965      19.5208      19.5208      19.4965       1.9589       4.3528      31.0667       0.0000       0.0000       0.0000       0.0000       0.0000      -0.8750       0.0000       0.5000     539.4000       0.0000       0.0000
     18.0000       1.0000      -0.9125       2.9361       0.7879       5.0000      26.0000      20.0000      19.4918      19.5030      19.5030      19.4918       1.9163       4.3396      30.9810       0.0000       0.0000       0.0000       0.0000       0.0000      -0.9125       0.0000       0.5000     539.4000       0.0000       0.0000
     19.0000       0.0000      -1.0125       2.9509       0.5392       5.0000      26.0000      20.0000      17.4225      17.8986       0.0000       0.0000       1.5960       4.2419       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -1.0125       0.0000       0.5000     539.4000       0.0000       0.0000
     20.0000       0.0000      -1.1750       2.9713       0.2843       5.0000      26.0000      20.0000      15.8609      16.6707       0.0000       0.0000       0.9328       4.0451       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -1.1750       0.0000       0.5000     539.4000       0.0000       0.0000
     21.0000       0.0000      -1.2125       2.9963       0.0259       5.0000      26.0000      20.0000      15.4725      16.2307       0.0000       0.0000       0.8444       4.0196       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -1.2125       0.0000       0.5000     539.4000       0.0000       0.0000
     22.0000       0.0000      -1.3250       2.9810      -0.2354       5.0000      26.0000      20.0000      15.5459      16.1477       0.0000       0.0000       0.8981       4.0349       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -1.3250       0.0000       0.5000     539.4000       0.0000       0.0000
     23.0000       0.0000      -1.5875       2.9743      -0.5056       5.0000      26.0000      20.0000      15.5197      16.0569       0.0000       0.0000       0.6017       3.9499       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -1.5875       0.0000       0.5000     539.4000       0.0000       0.0000
     24.0000       0.0000      -1.8125       2.9839      -0.7860       4.6123      26.0000      20.0000      15.4844      15.9792       0.0000       0.0000       0.3108       3.8681       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -1.8125       0.0000       0.5000     539.4000       0.0000       0.0000
     25.0000       0.0000      -2.1000       2.9685      -1.0519       3.4492      26.0000      20.0000      15.4464      15.9083       0.0000       0.0000       0.0477       3.7930       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -2.1000       0.0000       0.5000     539.4000       0.0000       0.0000
     26.0000       0.0000      -2.3375       2.9137      -1.2271       3.4492      26.0000      20.0000      15.4080      15.8434       0.0000       0.0000      -0.1702       3.7206       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -2.3375       0.0000       0.5000     539.4000       0.0000       0.0000
     27.0000       0.0000      -2.2500       2.9077      -1.3062       3.4492      26.0000      20.0000      15.3890      15.7960       0.0000       0.0000      -0.3932       3.6522       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -2.2500       0.0000       0.5000     539.4000       0.0000       0.0000
     28.0000       0.0000      -2.3875       2.8471      -1.3469       3.4492      26.0000      20.0000      15.3691      15.7512       0.0000       0.0000      -0.6112       3.5865       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -2.3875       0.0000       0.5000     539.4000       0.0000       0.0000
     29.0000       0.0000      -2.5125       2.8135      -1.3887       3.4492      26.0000      20.0000      15.3469      15.7088       0.0000       0.0000      -0.8261       3.5228       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -2.5125       0.0000       0.5000     539.4000       0.0000       0.0000
     30.0000       0.0000      -2.7000       2.7693      -1.4330       3.4492      26.0000      20.0000      15.3201      15.6663       0.0000       0.0000      -1.0188       3.4666       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -2.7000       0.0000       0.5000     539.4000       0.0000       0.0000
     31.0000       0.0000      -2.9000       2.7193      -1.4816       3.4492      26.0000      20.0000      15.2945      15.6264       0.0000       0.0000      -1.2023       3.4138       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -2.9000       0.0000       0.5000     539.4000       0.0000       0.0000
     32.0000       0.0000      -3.1000       2.6445      -1.5370       3.4492      26.0000      20.0000      15.2659      15.5870       0.0000       0.0000      -1.3810       3.3631       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -3.1000       0.0000       0.5000     539.4000       0.0000       0.0000
     33.0000       1.0000      -3.2500       2.5533      -1.6029       3.4492      26.0000      20.0000      16.9126      17.1536      17.1536      16.9126      -1.5050       3.3284      28.0234       0.0000       0.0000       0.0000       0.0000       0.0000      -3.2500       0.0000       0.5000     539.4000       0.0000       0.0000
     34.0000       1.0000      -3.0500       2.5050      -1.6754       3.4492      26.0000      20.0000      18.8736      18.4251      18.4251      18.8736      -1.0104       3.4693      25.7817       0.0000       0.0000       0.0000       0.0000       0.0000      -3.0500       0.0000       0.5000     539.4000       0.0000       0.0000
     35.0000       1.0000      -2.4875       2.4884      -1.7402       3.4492      26.0000      20.0000      18.9610      18.6466      18.6466      18.9610      -0.4449       3.6367      26.8665       0.0000       0.0000       0.0000       0.0000       0.0000      -2.4875       0.0000       0.5000     539.4000       0.0000       0.0000
     36.0000       1.0000      -1.9250       2.5083      -1.7943       3.4492      26.0000      20.0000      19.0342      18.7944      18.7944      19.0342       0.0058       3.7779      27.7758       0.0000       0.0000       0.0000       0.0000       0.0000      -1.9250       0.0000       0.5000     539.4000       0.0000       0.0000
     37.0000       1.0000      -2.0375       2.4250      -1.8536       3.4492      26.0000      20.0000      19.0163      18.8368      18.8368      19.0163       0.3876       3.8896      28.6245       0.0000       0.0000       0.0000       0.0000       0.0000      -2.0375       0.0000       0.5000     539.4000       0.0000       0.0000
     38.0000       1.0000      -1.9125       2.4424      -1.9101       3.4492      26.0000      20.0000      18.9964      18.8628      18.8628      18.9964       0.7094       3.9806      29.3261       0.0000       0.0000       0.0000       0.0000       0.0000      -1.9125       0.0000       0.5000     539.4000       0.0000       0.0000
     39.0000       1.0000      -1.8375       2.4578      -1.9581       3.4492      26.0000      20.0000      18.9851      18.8845      18.8845      18.9851       0.9801       4.0586      29.9182       0.0000       0.0000       0.0000       0.0000       0.0000      -1.8375       0.0000       0.5000     539.4000       0.0000       0.0000
     40.0000       1.0000      -2.0250       2.4195      -2.0092       3.4492      26.0000      20.0000      18.9066      18.8356      18.8356      18.9066       1.2015       4.1235      30.5430       0.0000       0.0000       0.0000       0.0000       0.0000      -2.0250       0.0000       0.5000     539.4000       0.0000       0.0000
     41.0000       1.0000      -2.4000       2.3369      -2.0689       3.4492      26.0000      20.0000      19.4869      19.1944      19.1944      19.4869       1.3693       4.1733      29.8119       0.0000       0.0000       0.0000       0.0000       0.0000      -2.4000       0.0000       0.5000     539.4000       0.0000       0.0000
     42.0000       1.0000      -2.7875       2.2131      -2.1416       3.4492      26.0000      20.0000      19.5407      19.2161      19.2161      19.5407       1.4572       4.1996      29.8976       0.0000       0.0000       0.0000       0.0000       0.0000      -2.7875       0.0000       0.5000     539.4000       0.0000       0.0000
     43.0000       0.0000      -3.2375       2.1020      -2.2275       3.4492      26.0000      20.0000      17.7189      17.6857       0.0000       0.0000       1.2875       4.1493       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -3.2375       0.0000       0.5000     539.4000       0.0000       0.0000
     44.0000       0.0000      -4.4625       1.8975      -2.3465       3.4492      26.0000      20.0000      15.4807      16.1368       0.0000       0.0000       0.4778       3.9150       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -4.4625       0.0000       0.5000     539.4000       0.0000       0.0000
     45.0000       0.0000      -5.4875       1.7761      -2.5109       3.4492      26.0000      20.0000      15.2636      15.8365       0.0000       0.0000      -0.0654       3.7542       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -5.4875       0.0000       0.5000     539.4000       0.0000       0.0000
     46.0000       0.0000      -5.9250       1.7390      -2.6979       3.4492      26.0000      20.0000      15.1547      15.6772       0.0000       0.0000      -0.6127       3.5863       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -5.9250       0.0000       0.5000     539.4000       0.0000       0.0000
     47.0000       0.0000      -6.9875       1.6280      -2.9090       3.4492      26.0000      20.0000      15.0457      15.5456       0.0000       0.0000      -1.1634       3.4251       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -6.9875       0.0000       0.5000     539.4000       0.0000       0.0000
     48.0000       0.0000      -7.9500       1.5470      -3.1554       2.9838      26.0000      20.0000      14.9332      15.4258       0.0000       0.0000      -1.7207       3.2689       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -7.9500       0.0000       0.5000     539.4000       0.0000       0.0000
     49.0000       0.0000      -8.1125       1.5488      -3.4085       1.5877      26.0000      20.0000      14.8695      15.3452       0.0000       0.0000      -2.2615       3.1236       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -8.1125       0.0000       0.5000     539.4000       0.0000       0.0000
     50.0000       0.0000      -8.7000       1.4866      -3.6672       1.5877      26.0000      20.0000      14.8069      15.2679       0.0000       0.0000      -2.7890       2.9876       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -8.7000       0.0000       0.5000     539.4000       0.0000       0.0000
     51.0000       0.0000      -8.7750       1.4812      -3.9380       1.5877      26.0000      20.0000      14.7636      15.2096       0.0000       0.0000      -3.3039       2.8602       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -8.7750       0.0000       0.5000     539.4000       0.0000       0.0000
     52.0000       0.0000      -8.7500       1.4980      -4.2045       1.5877      26.0000      20.0000      14.7453      15.1698       0.0000       0.0000      -3.7880       2.7449       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -8.7500       0.0000       0.5000     539.4000       0.0000       0.0000
     53.0000       0.0000      -9.4625       1.4087      -4.4847       1.5877      26.0000      20.0000      14.6926      15.1089       0.0000       0.0000      -4.2396       2.6413       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -9.4625       0.0000       0.5000     539.4000       0.0000       0.0000
     54.0000       0.0000      -9.5375       1.3993      -4.7728       1.5877      26.0000      20.0000      14.6568      15.0635       0.0000       0.0000      -4.6683       2.5463       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -9.5375       0.0000       0.5000     539.4000       0.0000       0.0000
     55.0000       0.0000      -9.6250       1.3885      -5.0553       1.5877      26.0000      20.0000      14.6312      15.0254       0.0000       0.0000      -5.0785       2.4583       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -9.6250       0.0000       0.5000     539.4000       0.0000       0.0000
     56.0000       0.0000      -9.4000       1.4207      -5.3241       1.5877      26.0000      20.0000      14.6277      15.0044       0.0000       0.0000      -5.4386       2.3834       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -9.4000       0.0000       0.5000     539.4000       0.0000       0.0000
     57.0000       1.0000      -9.4625       1.4383      -5.5854       1.5877      26.0000      20.0000      16.4049      16.6443      16.6443      16.4049      -5.6505       2.3402      20.3824       0.0000       0.0000       0.0000       0.0000       0.0000      -9.4625       0.0000       0.5000     539.4000       0.0000       0.0000
     58.0000       1.0000      -8.1625       1.6063      -5.8179       1.5877      26.0000      20.0000      18.4612      17.9747      17.9747      18.4612      -4.6877       2.5429      19.4218       0.0000       0.0000       0.0000       0.0000       0.0000      -8.1625       0.0000       0.5000     539.4000       0.0000       0.0000
     59.0000       1.0000      -6.3750       1.7687      -5.9991       1.5877      26.0000      20.0000      18.5971      18.2236      18.2236      18.5971      -3.5779       2.7950      21.1515       0.0000       0.0000       0.0000       0.0000       0.0000      -6.3750       0.0000       0.5000     539.4000       0.0000       0.0000
     60.0000       1.0000      -4.6625       1.8450      -6.1295       1.5877      26.0000      20.0000      18.7272      18.4081      18.4081      18.7272      -2.6757       3.0166      22.6358       0.0000       0.0000       0.0000       0.0000       0.0000      -4.6625       0.0000       0.5000     539.4000       0.0000       0.0000
     61.0000       1.0000      -4.4750       1.7393      -6.2334       1.5877      26.0000      20.0000      18.7834      18.5109      18.5109      18.7834      -1.9968       3.1940      23.8765       0.0000       0.0000       0.0000       0.0000       0.0000      -4.4750       0.0000       0.5000     539.4000       0.0000       0.0000
     62.0000       1.0000      -4.3750       1.6789      -6.3356       1.5877      26.0000      20.0000      18.7839      18.5590      18.5590      18.7839      -1.4795       3.3356      24.9285       0.0000       0.0000       0.0000       0.0000       0.0000      -4.3750       0.0000       0.5000     539.4000       0.0000       0.0000
     63.0000       1.0000      -4.3125       1.6815      -6.4368       1.5877      26.0000      20.0000      18.7614      18.5720      18.5720      18.7614      -1.0629       3.4539      25.8442       0.0000       0.0000       0.0000       0.0000       0.0000      -4.3125       0.0000       0.5000     539.4000       0.0000       0.0000
     64.0000       1.0000      -5.4000       1.5590      -6.5627       1.5877      26.0000      20.0000      18.6599      18.5107      18.5107      18.6599      -0.7393       3.5484      26.7170       0.0000       0.0000       0.0000       0.0000       0.0000      -5.4000       0.0000       0.5000     539.4000       0.0000       0.0000
     65.0000       1.0000      -6.1000       1.5295      -6.7134       1.5877      26.0000      20.0000      19.2154      18.8476      18.8476      19.2154      -0.4932       3.6220      26.3371       0.0000       0.0000       0.0000       0.0000       0.0000      -6.1000       0.0000       0.5000     539.4000       0.0000       0.0000
     66.0000       1.0000      -6.7250       1.5130      -6.8733       1.5877      26.0000      20.0000      19.2604      18.8619      18.8619      19.2604      -0.3377       3.6691      26.6028       0.0000       0.0000       0.0000       0.0000       0.0000      -6.7250       0.0000       0.5000     539.4000       0.0000       0.0000
     67.0000       0.0000      -7.4375       1.4773      -7.0463       1.5877      26.0000      20.0000      17.1752      17.1348       0.0000       0.0000      -0.4482       3.6359       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -7.4375       0.0000       0.5000     539.4000       0.0000       0.0000
     68.0000       0.0000      -7.7875       1.4572      -7.2008       1.5877      26.0000      20.0000      15.1433      15.7533       0.0000       0.0000      -1.0741       3.4507       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -7.7875       0.0000       0.5000     539.4000       0.0000       0.0000
     69.0000       0.0000      -8.0250       1.4486      -7.3167       1.5877      26.0000      20.0000      14.9281      15.4689       0.0000       0.0000      -1.6253       3.2952       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -8.0250       0.0000       0.5000     539.4000       0.0000       0.0000
     70.0000       0.0000      -8.4250       1.4332      -7.4210       1.5877      26.0000      20.0000      14.8374      15.3301       0.0000       0.0000      -2.2030       3.1390       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -8.4250       0.0000       0.5000     539.4000       0.0000       0.0000
     71.0000       0.0000      -8.9625       1.4020      -7.5131       1.5877      26.0000      20.0000      14.7600      15.2272       0.0000       0.0000      -2.7662       2.9934       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -8.9625       0.0000       0.5000     539.4000       0.0000       0.0000
     72.0000       0.0000      -9.4875       1.3681      -7.5799       0.9445      26.0000      20.0000      14.6948      15.1431       0.0000       0.0000      -3.3133       2.8579       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -9.4875       0.0000       0.5000     539.4000       0.0000       0.0000
     73.0000       0.0000     -10.7500       1.2281      -7.6743      -0.9851      26.0000      20.0000      14.5894      15.0368       0.0000       0.0000      -3.8747       2.7248       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000     -10.7500       0.0000       0.5000     539.4000       0.0000       0.0000
     74.0000       0.0000     -10.2250       1.3028      -7.7583      -0.9851      26.0000      20.0000      14.5577      14.9881       0.0000       0.0000      -4.4184       2.6013       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000     -10.2250       0.0000       0.5000     539.4000       0.0000       0.0000
     75.0000       0.0000     -10.2250       1.3282      -7.8150      -0.9851      26.0000      20.0000      14.5514      14.9548       0.0000       0.0000      -4.9124       2.4936       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000     -10.2250       0.0000       0.5000     539.4000       0.0000       0.0000
     76.0000       0.0000     -10.8000       1.2655      -7.8949      -0.9851      26.0000      20.0000      14.5036      14.8993       0.0000       0.0000      -5.3985       2.3916       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000     -10.8000       0.0000       0.5000     539.4000       0.0000       0.0000
     77.0000       0.0000      -9.7500       1.3859      -7.9379      -0.9851      26.0000      20.0000      14.5255      14.8968       0.0000       0.0000      -5.8399       2.3024       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -9.7500       0.0000       0.5000     539.4000       0.0000       0.0000
     78.0000       0.0000      -8.7625       1.4784      -7.9194      -0.9851      26.0000      20.0000      14.5868      14.9204       0.0000       0.0000      -6.1640       2.2387       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -8.7625       0.0000       0.5000     539.4000       0.0000       0.0000
     79.0000       0.0000      -8.2375       1.5014      -7.8694      -0.9851      26.0000      20.0000      14.6350      14.9385       0.0000       0.0000      -6.4552       2.1830       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -8.2375       0.0000       0.5000     539.4000       0.0000       0.0000
     80.0000       0.0000      -7.9250       1.5385      -7.8101      -0.9851      26.0000      20.0000      14.6657      14.9480       0.0000       0.0000      -6.6855       2.1398       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -7.9250       0.0000       0.5000     539.4000       0.0000       0.0000
     81.0000       1.0000      -7.1625       1.6550      -7.7268      -0.9851      26.0000      20.0000      16.5126      16.6399      16.6399      16.5126      -6.7414       2.1296      18.4223       0.0000       0.0000       0.0000       0.0000       0.0000      -7.1625       0.0000       0.5000     539.4000       0.0000       0.0000
     82.0000       1.0000      -6.1250       1.7712      -7.6344      -0.9851      26.0000      20.0000      18.6001      18.0058      18.0058      18.6001      -5.4687       2.3786      18.0151       0.0000       0.0000       0.0000       0.0000       0.0000      -6.1250       0.0000       0.5000     539.4000       0.0000       0.0000
     83.0000       1.0000      -5.2375       1.8481      -7.5713      -0.9851      26.0000      20.0000      18.7162      18.2506      18.2506      18.7162      -4.1288       2.6672      20.0392       0.0000       0.0000       0.0000       0.0000       0.0000      -5.2375       0.0000       0.5000     539.4000       0.0000       0.0000
     84.0000       1.0000      -4.5875       1.9251      -7.5544      -0.9851      26.0000      20.0000      18.7657      18.3778      18.3778      18.7657      -3.0808       2.9152      21.8262       0.0000       0.0000       0.0000       0.0000       0.0000      -4.5875       0.0000       0.5000     539.4000       0.0000       0.0000
     85.0000       1.0000      -3.9250       2.0371      -7.5418      -0.9851      26.0000      20.0000      18.8137      18.4777      18.4777      18.8137      -2.2631       3.1234      23.3068       0.0000       0.0000       0.0000       0.0000       0.0000      -3.9250       0.0000       0.5000     539.4000       0.0000       0.0000
     86.0000       1.0000      -3.4500       2.1527      -7.5075      -0.9851      26.0000      20.0000      18.8473      18.5531      18.5531      18.8473      -1.5826       3.3071      24.6185       0.0000       0.0000       0.0000       0.0000       0.0000      -3.4500       0.0000       0.5000     539.4000       0.0000       0.0000
     87.0000       1.0000      -3.2625       2.2627      -7.4680      -0.9851      26.0000      20.0000      18.8471      18.5901      18.5901      18.8471      -1.0045       3.4709      25.8320       0.0000       0.0000       0.0000       0.0000       0.0000      -3.2625       0.0000       0.5000     539.4000       0.0000       0.0000
     88.0000       1.0000      -2.9125       2.3826      -7.3886      -0.9851      26.0000      20.0000      18.8045      18.5796      18.5796      18.8045      -0.5049       3.6186      26.9963       0.0000       0.0000       0.0000       0.0000       0.0000      -2.9125       0.0000       0.5000     539.4000       0.0000       0.0000
     89.0000       1.0000      -2.6375       2.4308      -7.2576      -0.9851      26.0000      20.0000      19.4292      18.9688      18.9688      19.4292      -0.0840       3.7492      26.8953       0.0000       0.0000       0.0000       0.0000       0.0000      -2.6375       0.0000       0.5000     539.4000       0.0000       0.0000
     90.0000       1.0000      -2.6125       2.4892      -7.0961      -0.9851      26.0000      20.0000      19.5242      19.0272      19.0272      19.5242       0.2271       3.8449      27.4159       0.0000       0.0000       0.0000       0.0000       0.0000      -2.6125       0.0000       0.5000     539.4000       0.0000       0.0000
     91.0000       0.0000      -2.6750       2.5556      -6.9075      -0.9851      26.0000      20.0000      17.5838      17.4205       0.0000       0.0000       0.3585       3.8815       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -2.6750       0.0000       0.5000     539.4000       0.0000       0.0000
     92.0000       0.0000      -2.5125       2.6178      -6.6962      -0.9851      26.0000      20.0000      15.3633      15.9326       0.0000       0.0000      -0.0634       3.7559       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -2.5125       0.0000       0.5000     539.4000       0.0000       0.0000
     93.0000       0.0000      -1.8500       2.7066      -6.4536      -0.9851      26.0000      20.0000      15.3936      15.7957       0.0000       0.0000      -0.2989       3.6810       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -1.8500       0.0000       0.5000     539.4000       0.0000       0.0000
