 	0-1                                                                                                                                                                                                                                                                                                         	W/m2                                                                                                                                                                                                                                                                                                        	W/m2                                                                                                                                                                                                                                                                                                        	W/m2                                                                                                                                                                                                                                                                                                        	W/m2                                                                                                                                                                                                                                                                                                        	W/m2                                                                                                                                                                                                                                                                                                        	W/m2                                                                                                                                                                                                                                                                                                        	W/m2                                                                                                                                                                                                                                                                                                        	W/m2                                                                                                                                                                                                                                                                                                        	W/m2                                                                                                                                                                                                                                                                                                        	W/m2                                                                                                                                                                                                                                                                                                        	W/m2                                                                                                                                                                                                                                                                                                        	W/m2                                                                                                                                                                                                                                                                                                        	W/m2                                                                                                                                                                                                                                                                                                        	W/m2                                                                                                                                                                                                                                                                                                        	W/m2                                                                                                                                                                                                                                                                                                        	W/m2                                                                                                                                                                                                                                                                                                        	W/m2                                                                                                                                                                                                                                                                                                        	W/m2                                                                                                                                                                                                                                                                                                        	W/m2                                                                                                                                                                                                                                                                                                        	W/m2                                                                                                                                                                                                                                                                                                        	W/m2                                                                                                                                                                                                                                                                                                        	W/m2                                                                                                                                                                                                                                                                                                        	W/m2                                                                                                                                                                                                                                                                                                        	W/m2                                                                                                                                                                                                                                                                                                        	W/m2                                                                                                                                                                                                                                                                                                        	W/m2                                                                                                                                                                                                                                                                                                        	W/m2                                                                                                                                                                                                                                                                                                        	Zero                                                                                                                                                                                                                                                                                                        	
Period	Occupation_A1            	Q_heat_A1                	Q_lat_hu_A1              	Q_al_ht_A1               	Q_ahu_sen_ht_A1          	Q_ahu_sen_dh_ht_A1       	Q_ahu_lat_hu_A1          	Q_dhw_A1                 	Q_tot_ht_A1              	Q_cool_A1                	Q_lat_dh_A1              	Q_al_cl_A1               	Q_ahu_sen_cl_A1          	Q_ahu_dh_cl_A1           	Q_tot_cl_A1              	Q_light_el_A1            	Q_equip_el_A1            	Q_misc_el_A1             	Q_al_el_A1               	Q_ahu_el_A1              	Q_tot_el_A1              	Q_solabs_A1              	Q_intgain_A1             	Q_surf_A1                	Q_inf_A1                 	Q_vent_A1                	Q_coup_A1                	Q_solair_A1              	Zero                     	
     32.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -0.0000      -4.2196      -3.4646       5.4393       0.0000       0.0000       0.0000
     33.0000       1.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      13.9993       0.0000       0.5202       0.0000       0.0000      14.5194       0.5237      14.5194      -8.8677      -3.8036       4.5766       0.0000       0.0000       0.0000
     34.0000       1.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       3.4998       0.0000       1.1121       0.0000       0.0000       4.6119       1.4090       4.6119      -9.2042      -4.1358       9.0226       0.0000       0.0000       0.0000
     35.0000       1.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       1.4356       0.0000       0.0000       1.4356       1.8625       1.4356      -6.3825      -4.0461       8.3942       0.0000       0.0000       0.0000
     36.0000       1.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       1.4445       0.0000       0.0000       1.4445       1.8731       1.4445      -4.7071      -3.9538       7.1734       0.0000       0.0000       0.0000
     37.0000       1.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       1.0814       0.0000       0.0000       1.0814       1.5272       1.0814      -3.3693      -3.9717       6.6697       0.0000       0.0000       0.0000
     38.0000       1.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.9319       0.0000       0.0000       0.9319       1.4400       0.9319      -2.9080      -3.9443       6.3800       0.0000       0.0000       0.0000
     39.0000       1.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.8567       0.0000       0.0000       0.8567       1.3823       0.8567      -2.8129      -3.9281       6.2183       0.0000       0.0000       0.0000
     40.0000       1.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.4776       0.0000       0.0000       0.4776       0.7757       0.4776      -2.5229      -3.9486       6.3866       0.0000       0.0000       0.0000
     41.0000       1.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      13.9993       0.0000       0.0693       0.0000       0.0000      14.0686       0.1122      14.0686      -4.1481      -4.1288       3.1014       0.0000       0.0000       0.0000
     42.0000       1.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      13.9993       0.0000       0.0000       0.0000       0.0000      13.9993       0.0000      13.9993      -4.4390      -4.2121       2.8025       0.0000       0.0000       0.0000
     43.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -0.0000      -0.4829      -3.9533       2.6330       0.0000       0.0000       0.0000
     44.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -0.0000       0.4662      -3.7622       1.7653       0.0000       0.0000       0.0000
     45.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -0.0000      -2.1608      -3.9146       3.6195       0.0000       0.0000       0.0000
     46.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -3.5043      -3.9765       4.5349       0.0000       0.0000       0.0000
     47.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -0.0000      -4.0964      -4.1564       5.1574       0.0000       0.0000       0.0000
     48.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -4.4341      -4.3168       5.6456       0.0000       0.0000       0.0000
     49.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -4.7649      -4.3354       6.0054       0.0000       0.0000       0.0000
     50.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -0.0000      -4.9596      -4.4344       6.3386       0.0000       0.0000       0.0000
     51.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -0.0000      -5.1311      -4.4404       6.5944       0.0000       0.0000       0.0000
     52.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -5.2677      -4.4322       6.8024       0.0000       0.0000       0.0000
     53.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -0.0000      -5.2772      -4.5567       7.0380       0.0000       0.0000       0.0000
     54.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -5.3667      -4.5641       7.2280       0.0000       0.0000       0.0000
     55.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -0.0000      -5.4566      -4.5758       7.3948       0.0000       0.0000       0.0000
     56.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -0.0000      -5.5394      -4.5327       7.5203       0.0000       0.0000       0.0000
     57.0000       1.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      13.9993       0.0000       0.5037       0.0000       0.0000      14.5030       0.5183      14.5030     -10.2773      -4.8797       7.0905       0.0000       0.0000       0.0000
     58.0000       1.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       3.4998       0.0000       1.1040       0.0000       0.0000       4.6038       1.4799       4.6038     -10.6764      -5.0224      11.3267       0.0000       0.0000       0.0000
     59.0000       1.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       1.2413       0.0000       0.0000       1.2413       1.6528       1.2413      -7.6964      -4.7108      10.6549       0.0000       0.0000       0.0000
     60.0000       1.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       1.2109       0.0000       0.0000       1.2109       1.6129       1.2109      -6.0580      -4.4123       9.3702       0.0000       0.0000       0.0000
     61.0000       1.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       1.1160       0.0000       0.0000       1.1160       1.5195       1.1160      -4.8411      -4.3876       8.6013       0.0000       0.0000       0.0000
     62.0000       1.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.9726       0.0000       0.0000       0.9726       1.3941       0.9726      -4.0563      -4.3688       8.1624       0.0000       0.0000       0.0000
     63.0000       1.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.7616       0.0000       0.0000       0.7616       1.1621       0.7616      -3.6410      -4.3527       7.9939       0.0000       0.0000       0.0000
     64.0000       1.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.4653       0.0000       0.0000       0.4653       0.7479       0.4653      -3.3612      -4.5387       8.1807       0.0000       0.0000       0.0000
     65.0000       1.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      13.9993       0.0000       0.0793       0.0000       0.0000      14.0786       0.1279      14.0786      -5.0037      -4.7756       4.9104       0.0000       0.0000       0.0000
     66.0000       1.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      13.9993       0.0000       0.0000       0.0000       0.0000      13.9993       0.0000      13.9993      -5.3199      -4.9020       4.6685       0.0000       0.0000       0.0000
     67.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -0.0000      -1.0442      -4.6430       3.4156       0.0000       0.0000       0.0000
     68.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -0.0000      -0.6137      -4.3258       3.9631       0.0000       0.0000       0.0000
     69.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -0.0000      -3.2426      -4.3300       5.0995       0.0000       0.0000       0.0000
     70.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000       0.0000      -0.0000      -4.4276      -4.3883       5.9246       0.0000       0.0000       0.0000
