 	0-1                                                                                                                                                                                                                                                                                                         	°C                                                                                                                                                                                                                                                                                                          	g/kg                                                                                                                                                                                                                                                                                                        	°C                                                                                                                                                                                                                                                                                                          	°C                                                                                                                                                                                                                                                                                                          	°C                                                                                                                                                                                                                                                                                                          	°C                                                                                                                                                                                                                                                                                                          	°C                                                                                                                                                                                                                                                                                                          	°C                                                                                                                                                                                                                                                                                                          	°C                                                                                                                                                                                                                                                                                                          	°C                                                                                                                                                                                                                                                                                                          	°C                                                                                                                                                                                                                                                                                                          	g/kg                                                                                                                                                                                                                                                                                                        	%                                                                                                                                                                                                                                                                                                           	°C                                                                                                                                                                                                                                                                                                          	°C                                                                                                                                                                                                                                                                                                          	°C                                                                                                                                                                                                                                                                                                          	°C                                                                                                                                                                                                                                                                                                          	g/kg                                                                                                                                                                                                                                                                                                        	°C                                                                                                                                                                                                                                                                                                          	°C                                                                                                                                                                                                                                                                                                          	1/h                                                                                                                                                                                                                                                                                                         	m3                                                                                                                                                                                                                                                                                                          	0/1                                                                                                                                                                                                                                                                                                         	0                                                                                                                                                                                                                                                                                                           	
Period	Occupation_A3            	Tamb                     	X_amb                    	Tamb_m24                 	Tamb_g24                 	Tset_cl_A3               	Tset_ht_A3               	Tair_A3                  	Top_A3                   	ATop_A3                  	ATair_A3                 	Tdp_A3                   	X_A3                     	Arh_A3                   	Tsup_al_A3               	Tout_al_A3               	Tsurf_al_A3              	Tsup_mv_A3               	X_mv_A3                  	Tearthd_A3               	Thrc_A3                  	ACR_tot_A3               	Vol_A3                   	SHD_active_A3            	Zero                     	
   2022.0000       0.0000       1.3375       3.4907       2.6958       6.5359      26.0000      20.0000      18.3671      17.1969       0.0000       0.0000       0.6789       3.9718       0.0000       0.0000       0.0000       0.0000       1.3375       3.4907       1.3375      14.1097       0.5000    2299.7000       0.0000       0.0000
   2023.0000       0.0000       1.3875       3.4613       2.6489       6.5359      26.0000      20.0000      18.3309      17.2062       0.0000       0.0000       0.5636       3.9391       0.0000       0.0000       0.0000       0.0000       1.3875       3.4613       1.3875      14.0951       0.5000    2299.7000       0.0000       0.0000
   2024.0000       0.0000       1.4375       3.4318       2.6048       6.5359      26.0000      20.0000      18.1990      17.2079       0.0000       0.0000       0.4294       3.9012       0.0000       0.0000       0.0000       0.0000       1.4375       3.4318       1.4375      14.0086       0.5000    2299.7000       0.0000       0.0000
   2025.0000       1.0000       1.7250       3.4499       2.5621       6.5359      26.0000      20.0000      22.3054      19.9337      19.9337      22.3054       1.0545       4.0808      24.5393       0.0000       0.0000       0.0000      24.0000       4.0000       1.7250      17.1603       1.5995    2299.7000       0.0000       0.0000
   2026.0000       1.0000       2.1750       3.4412       2.5302       6.5359      26.0000      20.0000      22.2231      20.2323      20.2323      22.2231       1.6607       4.2613      25.7207       0.0000       0.0000       0.0000      24.0000       4.0000       2.1750      17.2111       1.5995    2299.7000       0.0000       0.0000
   2027.0000       1.0000       2.4875       3.3888       2.5024       6.5359      26.0000      20.0000      21.8360      20.2120      20.2120      21.8360       2.1031       4.3978      27.1713       0.0000       0.0000       0.0000      24.0000       4.0000       2.4875      16.9989       1.5995    2299.7000       0.0000       0.0000
   2028.0000       1.0000       2.7000       3.3429       2.4711       6.5359      26.0000      20.0000      21.6313      20.2066      20.2066      21.6313       2.4510       4.5080      28.1975       0.0000       0.0000       0.0000      24.0000       4.0000       2.7000      16.8985       1.5995    2299.7000       0.0000       0.0000
   2029.0000       1.0000       2.9000       3.3034       2.4428       6.5359      26.0000      20.0000      21.4943      20.2046      20.2046      21.4943       2.7177       4.5942      28.9743       0.0000       0.0000       0.0000      24.0000       4.0000       2.9000      16.8457       1.5995    2299.7000       0.0000       0.0000
   2030.0000       1.0000       3.0875       3.2946       2.4182       6.5359      26.0000      20.0000      21.4042      20.2029      20.2029      21.4042       2.9328       4.6648      29.5789       0.0000       0.0000       0.0000      24.0000       4.0000       3.0875      16.8250       1.5995    2299.7000       0.0000       0.0000
   2031.0000       1.0000       3.1875       3.2646       2.4011       6.5359      26.0000      20.0000      21.3239      20.2032      20.2032      21.3239       3.1085       4.7231      30.0940       0.0000       0.0000       0.0000      24.0000       4.0000       3.1875      16.7898       1.5995    2299.7000       0.0000       0.0000
   2032.0000       1.0000       3.1875       3.1872       2.3953       6.5359      26.0000      20.0000      21.2524      20.2041      20.2041      21.2524       3.2413       4.7677      30.5095       0.0000       0.0000       0.0000      24.0000       4.0000       3.1875      16.7362       1.5995    2299.7000       0.0000       0.0000
   2033.0000       1.0000       3.0750       3.1617       2.3853       6.5359      26.0000      20.0000      21.1399      20.2081      20.2081      21.1399       3.3421       4.8018      30.9390       0.0000       0.0000       0.0000      24.0000       4.0000       3.0750      16.6237       1.5995    2299.7000       0.0000       0.0000
   2034.0000       1.0000       2.8250       3.1871       2.3694       6.5359      26.0000      20.0000      20.9615      20.2075      20.2075      20.9615       3.4284       4.8312      31.4699       0.0000       0.0000       0.0000      24.0000       4.0000       2.8250      16.4274       1.5995    2299.7000       0.0000       0.0000
   2035.0000       0.0000       2.6750       3.2278       2.3621       6.5359      26.0000      20.0000      18.5977      18.5874       0.0000       0.0000       2.9941       4.6855       0.0000       0.0000       0.0000       0.0000       2.6750       3.2278       2.6750      14.6170       0.5000    2299.7000       0.0000       0.0000
   2036.0000       0.0000       2.4000       3.1425       2.3539       6.5359      26.0000      20.0000      16.8331      17.1993       0.0000       0.0000       2.2889       4.4566       0.0000       0.0000       0.0000       0.0000       2.4000       3.1425       2.4000      13.2248       0.5000    2299.7000       0.0000       0.0000
   2037.0000       0.0000       2.1000       3.0811       2.3313       6.5359      26.0000      20.0000      17.3389      17.1814       0.0000       0.0000       1.8326       4.3138       0.0000       0.0000       0.0000       0.0000       2.1000       3.0811       2.1000      13.5292       0.5000    2299.7000       0.0000       0.0000
   2038.0000       0.0000       1.8250       3.0749       2.2972       6.5359      26.0000      20.0000      17.6129      17.1903       0.0000       0.0000       1.4525       4.1983       0.0000       0.0000       0.0000       0.0000       1.8250       3.0749       1.8250      13.6659       0.5000    2299.7000       0.0000       0.0000
   2039.0000       0.0000       1.6625       2.9858       2.2573       6.5359      26.0000      20.0000      17.7706      17.1944       0.0000       0.0000       1.1146       4.0980       0.0000       0.0000       0.0000       0.0000       1.6625       2.9858       1.6625      13.7436       0.5000    2299.7000       0.0000       0.0000
   2040.0000       0.0000       1.2750       2.9137       2.2150       6.1633      26.0000      20.0000      17.8827      17.1962       0.0000       0.0000       0.7763       3.9998       0.0000       0.0000       0.0000       0.0000       1.2750       2.9137       1.2750      13.7307       0.5000    2299.7000       0.0000       0.0000
   2041.0000       0.0000       0.7500       2.9349       2.1629       5.0456      26.0000      20.0000      17.9751      17.1964       0.0000       0.0000       0.4558       3.9087       0.0000       0.0000       0.0000       0.0000       0.7500       2.9349       0.7500      13.6688       0.5000    2299.7000       0.0000       0.0000
   2042.0000       0.0000       0.5125       2.9586       2.0978       5.0456      26.0000      20.0000      18.0525      17.1971       0.0000       0.0000       0.1659       3.8280       0.0000       0.0000       0.0000       0.0000       0.5125       2.9586       0.5125      13.6675       0.5000    2299.7000       0.0000       0.0000
   2043.0000       0.0000       0.4500       2.9158       2.0351       5.0456      26.0000      20.0000      18.1172      17.1977       0.0000       0.0000      -0.0673       3.7525       0.0000       0.0000       0.0000       0.0000       0.4500       2.9158       0.4500      13.7004       0.5000    2299.7000       0.0000       0.0000
   2044.0000       0.0000       0.6500       2.8940       1.9868       5.0456      26.0000      20.0000      18.1671      17.1982       0.0000       0.0000      -0.3001       3.6806       0.0000       0.0000       0.0000       0.0000       0.6500       2.8940       0.6500      13.7878       0.5000    2299.7000       0.0000       0.0000
   2045.0000       0.0000       0.5125       2.8556       1.9465       5.0456      26.0000      20.0000      18.2124      17.1976       0.0000       0.0000      -0.5127       3.6161       0.0000       0.0000       0.0000       0.0000       0.5125       2.8556       0.5125      13.7874       0.5000    2299.7000       0.0000       0.0000
   2046.0000       0.0000      -0.1250       2.7126       1.8936       5.0456      26.0000      20.0000      18.2638      17.1973       0.0000       0.0000      -0.7202       3.5541       0.0000       0.0000       0.0000       0.0000      -0.1250       2.7126      -0.1250      13.6666       0.5000    2299.7000       0.0000       0.0000
   2047.0000       0.0000      -0.3250       2.6085       1.8245       5.0456      26.0000      20.0000      18.2490      17.2058       0.0000       0.0000      -0.9580       3.4842       0.0000       0.0000       0.0000       0.0000      -0.3250       2.6085      -0.3250      13.6055       0.5000    2299.7000       0.0000       0.0000
   2048.0000       0.0000       0.0875       2.6384       1.7608       5.0456      26.0000      20.0000      18.1635      17.2042       0.0000       0.0000      -1.1825       3.4195       0.0000       0.0000       0.0000       0.0000       0.0875       2.6384       0.0875      13.6445       0.5000    2299.7000       0.0000       0.0000
   2049.0000       1.0000       1.0125       2.6599       1.7220       5.0456      26.0000      20.0000      22.2961      19.9350      19.9350      22.2961      -0.5117       3.6171      21.7735       0.0000       0.0000       0.0000      24.0000       4.0000       1.0125      16.9752       1.5995    2299.7000       0.0000       0.0000
   2050.0000       1.0000       1.4000       2.4796       1.6931       5.0456      26.0000      20.0000      22.2192      20.2329      20.2329      22.2192       0.1055       3.8085      23.0095       0.0000       0.0000       0.0000      24.0000       4.0000       1.4000      17.0144       1.5995    2299.7000       0.0000       0.0000
   2051.0000       1.0000       1.2250       2.3039       1.6473       5.0456      26.0000      20.0000      21.8160      20.2140      20.2140      21.8160       0.5672       3.9402      24.3915       0.0000       0.0000       0.0000      24.0000       4.0000       1.2250      16.6683       1.5995    2299.7000       0.0000       0.0000
   2052.0000       1.0000       1.6500       2.2584       1.5991       5.0456      26.0000      20.0000      21.6150      20.2057      20.2057      21.6150       0.9269       4.0432      25.3344       0.0000       0.0000       0.0000      24.0000       4.0000       1.6500      16.6237       1.5995    2299.7000       0.0000       0.0000
   2053.0000       1.0000       1.9000       2.2453       1.5573       5.0456      26.0000      20.0000      21.4867      20.2034      20.2034      21.4867       1.2080       4.1255      26.0499       0.0000       0.0000       0.0000      24.0000       4.0000       1.9000      16.5900       1.5995    2299.7000       0.0000       0.0000
   2054.0000       1.0000       2.1250       2.2378       1.5161       5.0456      26.0000      20.0000      21.4100      20.2024      20.2024      21.4100       1.4364       4.1934      26.6007       0.0000       0.0000       0.0000      24.0000       4.0000       2.1250      16.5887       1.5995    2299.7000       0.0000       0.0000
   2055.0000       1.0000       2.4375       2.2490       1.4817       5.0456      26.0000      20.0000      21.3375      20.2033      20.2033      21.3375       1.6280       4.2512      27.0851       0.0000       0.0000       0.0000      24.0000       4.0000       2.4375      16.6125       1.5995    2299.7000       0.0000       0.0000
   2056.0000       1.0000       2.4125       2.2338       1.4501       5.0456      26.0000      20.0000      21.2683      20.2045      20.2045      21.2683       1.7873       4.2998      27.5091       0.0000       0.0000       0.0000      24.0000       4.0000       2.4125      16.5543       1.5995    2299.7000       0.0000       0.0000
   2057.0000       1.0000       2.3375       2.1939       1.4190       5.0456      26.0000      20.0000      21.1457      20.2092      20.2092      21.1457       1.9125       4.3384      27.9641       0.0000       0.0000       0.0000      24.0000       4.0000       2.3375      16.4436       1.5995    2299.7000       0.0000       0.0000
   2058.0000       1.0000       1.9000       2.1693       1.3842       5.0456      26.0000      20.0000      20.9996      20.2038      20.2038      20.9996       2.0071       4.3678      28.4054       0.0000       0.0000       0.0000      24.0000       4.0000       1.9000      16.2247       1.5995    2299.7000       0.0000       0.0000
   2059.0000       0.0000       1.4375       2.2136       1.3370       5.0456      26.0000      20.0000      18.5562      18.5649       0.0000       0.0000       1.3561       4.1704       0.0000       0.0000       0.0000       0.0000       1.4375       2.2136       1.4375      14.2765       0.5000    2299.7000       0.0000       0.0000
   2060.0000       0.0000       1.2000       2.3100       1.2856       5.0456      26.0000      20.0000      16.8599      17.1801       0.0000       0.0000       0.3867       3.8896       0.0000       0.0000       0.0000       0.0000       1.2000       2.3100       1.2000      12.9449       0.5000    2299.7000       0.0000       0.0000
   2061.0000       0.0000       0.9625       2.4730       1.2377       5.0456      26.0000      20.0000      17.4020      17.1808       0.0000       0.0000      -0.1024       3.7436       0.0000       0.0000       0.0000       0.0000       0.9625       2.4730       0.9625      13.2921       0.5000    2299.7000       0.0000       0.0000
   2062.0000       0.0000       0.5000       2.6366       1.1863       5.0456      26.0000      20.0000      17.6803      17.1898       0.0000       0.0000      -0.4541       3.6338       0.0000       0.0000       0.0000       0.0000       0.5000       2.6366       0.5000      13.3852       0.5000    2299.7000       0.0000       0.0000
   2063.0000       0.0000       0.0125       2.6713       1.1223       5.0456      26.0000      20.0000      17.8490      17.1938       0.0000       0.0000      -0.7288       3.5516       0.0000       0.0000       0.0000       0.0000       0.0125       2.6713       0.0125      13.3899       0.5000    2299.7000       0.0000       0.0000
   2064.0000       0.0000      -0.3750       2.6755       1.0522       4.6892      26.0000      20.0000      17.9692      17.1960       0.0000       0.0000      -0.9826       3.4771       0.0000       0.0000       0.0000       0.0000      -0.3750       2.6755      -0.3750      13.3832       0.5000    2299.7000       0.0000       0.0000
   2065.0000       0.0000      -0.6500       2.7451       0.9906       3.6199      26.0000      20.0000      18.0627      17.1965       0.0000       0.0000      -1.2052       3.4130       0.0000       0.0000       0.0000       0.0000      -0.6500       2.7451      -0.6500      13.3609       0.5000    2299.7000       0.0000       0.0000
   2066.0000       0.0000      -1.2375       2.7166       0.9251       3.6199      26.0000      20.0000      18.1481      17.1964       0.0000       0.0000      -1.4065       3.3559       0.0000       0.0000       0.0000       0.0000      -1.2375       2.7166      -1.2375      12.9106       0.5000    2299.7000       0.0000       0.0000
   2067.0000       0.0000      -2.0625       2.5953       0.8332       3.6199      26.0000      20.0000      18.2309      17.1958       0.0000       0.0000      -1.6108       3.2990       0.0000       0.0000       0.0000       0.0000      -2.0625       2.5953      -2.0625      12.1684       0.5000    2299.7000       0.0000       0.0000
   2068.0000       0.0000      -2.6625       2.4825       0.7067       3.6199      26.0000      20.0000      18.3087      17.1965       0.0000       0.0000      -1.8245       3.2403       0.0000       0.0000       0.0000       0.0000      -2.6625       2.4825      -2.6625      11.6462       0.5000    2299.7000       0.0000       0.0000
   2069.0000       0.0000      -3.0500       2.4430       0.5605       3.6199      26.0000      20.0000      18.3766      17.1968       0.0000       0.0000      -2.0410       3.1819       0.0000       0.0000       0.0000       0.0000      -3.0500       2.4430      -3.0500      11.3266       0.5000    2299.7000       0.0000       0.0000
   2070.0000       0.0000      -3.5375       2.3195       0.4144       3.6199      26.0000      20.0000      18.4412      17.1975       0.0000       0.0000      -2.2677       3.1218       0.0000       0.0000       0.0000       0.0000      -3.5375       2.3195      -3.5375      10.9037       0.5000    2299.7000       0.0000       0.0000
   2071.0000       0.0000      -2.9625       2.3541       0.2904       3.6199      26.0000      20.0000      18.4185      17.2071       0.0000       0.0000      -2.4996       3.0614       0.0000       0.0000       0.0000       0.0000      -2.9625       2.3541      -2.9625      11.4560       0.5000    2299.7000       0.0000       0.0000
   2072.0000       0.0000      -1.4375       2.5669       0.2103       3.6199      26.0000      20.0000      18.3017      17.2061       0.0000       0.0000      -2.6665       3.0185       0.0000       0.0000       0.0000       0.0000      -1.4375       2.5669      -1.4375      12.8642       0.5000    2299.7000       0.0000       0.0000
   2073.0000       1.0000      -0.0500       2.7027       0.1599       3.6199      26.0000      20.0000      22.4262      19.9348      19.9348      22.4262      -1.6936       3.2775      19.5775       0.0000       0.0000       0.0000      24.0000       4.0000      -0.0500      16.8072       1.5995    2299.7000       0.0000       0.0000
   2074.0000       1.0000       1.0750       2.7377       0.1321       3.6199      26.0000      20.0000      22.3567      20.2322      20.2322      22.3567      -0.7716       3.5393      21.2151       0.0000       0.0000       0.0000      24.0000       4.0000       1.0750      17.0363       1.5995    2299.7000       0.0000       0.0000
   2075.0000       1.0000       2.3125       2.5966       0.1584       3.6199      26.0000      20.0000      21.9282      20.2156      20.2156      21.9282      -0.1191       3.7381      22.9905       0.0000       0.0000       0.0000      24.0000       4.0000       2.3125      17.0243       1.5995    2299.7000       0.0000       0.0000
   2076.0000       1.0000       2.1375       2.2896       0.1897       3.6199      26.0000      20.0000      21.6865      20.2111      20.2111      21.6865       0.3627       3.8827      24.2285       0.0000       0.0000       0.0000      24.0000       4.0000       2.1375      16.7993       1.5995    2299.7000       0.0000       0.0000
   2077.0000       1.0000       2.9875       2.4505       0.2234       3.6199      26.0000      20.0000      21.5106      20.2077      20.2077      21.5106       0.7742       3.9992      25.2211       0.0000       0.0000       0.0000      24.0000       4.0000       2.9875      16.8798       1.5995    2299.7000       0.0000       0.0000
   2078.0000       1.0000       3.4625       2.4676       0.2762       3.6199      26.0000      20.0000      21.4238      20.2006      20.2006      21.4238       1.1360       4.1043      26.0170       0.0000       0.0000       0.0000      24.0000       4.0000       3.4625      16.9334       1.5995    2299.7000       0.0000       0.0000
   2079.0000       1.0000       4.1125       2.5202       0.3406       3.6199      26.0000      20.0000      21.3272      20.2048      20.2048      21.3272       1.4422       4.1952      26.7474       0.0000       0.0000       0.0000      24.0000       4.0000       4.1125      17.0235       1.5995    2299.7000       0.0000       0.0000
   2080.0000       1.0000       4.2750       2.4531       0.4160       3.6199      26.0000      20.0000      21.2469      20.2050      20.2050      21.2469       1.6897       4.2700      27.3555       0.0000       0.0000       0.0000      24.0000       4.0000       4.2750      17.0039       1.5995    2299.7000       0.0000       0.0000
   2081.0000       1.0000       4.0625       2.3534       0.4915       3.6199      26.0000      20.0000      21.1233      20.2082      20.2082      21.1233       1.8713       4.3257      27.9210       0.0000       0.0000       0.0000      24.0000       4.0000       4.0625      16.8581       1.5995    2299.7000       0.0000       0.0000
   2082.0000       1.0000       2.9125       2.3482       0.5470       3.6199      26.0000      20.0000      20.9807      20.2039      20.2039      20.9807       2.0099       4.3686      28.4441       0.0000       0.0000       0.0000      24.0000       4.0000       2.9125      16.4636       1.5995    2299.7000       0.0000       0.0000
   2083.0000       0.0000       1.3000       2.4088       0.5582       3.6199      26.0000      20.0000      18.5179      18.5306       0.0000       0.0000       1.4220       4.1899       0.0000       0.0000       0.0000       0.0000       1.3000       2.4088       1.3000      14.2134       0.5000    2299.7000       0.0000       0.0000
   2084.0000       0.0000       0.7500       2.4654       0.5429       3.6199      26.0000      20.0000      16.9027      17.1698       0.0000       0.0000       0.5390       3.9324       0.0000       0.0000       0.0000       0.0000       0.7500       2.4654       0.7500      12.8645       0.5000    2299.7000       0.0000       0.0000
   2085.0000       0.0000       0.1125       2.4673       0.5137       3.6199      26.0000      20.0000      17.4794      17.1814       0.0000       0.0000       0.0460       3.7895       0.0000       0.0000       0.0000       0.0000       0.1125       2.4673       0.1125      13.1376       0.5000    2299.7000       0.0000       0.0000
   2086.0000       0.0000      -0.3750       2.4647       0.4754       3.6199      26.0000      20.0000      17.7646      17.1899       0.0000       0.0000      -0.3465       3.6665       0.0000       0.0000       0.0000       0.0000      -0.3750       2.4647      -0.3750      13.2297       0.5000    2299.7000       0.0000       0.0000
   2087.0000       0.0000      -0.1125       2.5097       0.4572       3.6199      26.0000      20.0000      17.9234      17.1949       0.0000       0.0000      -0.6788       3.5664       0.0000       0.0000       0.0000       0.0000      -0.1125       2.5097      -0.1125      13.4144       0.5000    2299.7000       0.0000       0.0000
   2088.0000       0.0000       0.2375       2.6115       0.4713       3.3081      26.0000      20.0000      18.0236      17.1973       0.0000       0.0000      -0.9665       3.4818       0.0000       0.0000       0.0000       0.0000       0.2375       2.6115       0.2375      13.5771       0.5000    2299.7000       0.0000       0.0000
   2089.0000       0.0000       0.7750       2.7957       0.5175       2.3725      26.0000      20.0000      18.0893      17.1980       0.0000       0.0000      -1.1904       3.4172       0.0000       0.0000       0.0000       0.0000       0.7750       2.7957       0.7750      13.7608       0.5000    2299.7000       0.0000       0.0000
   2090.0000       0.0000       1.1500       2.9907       0.6018       2.3725      26.0000      20.0000      18.1398      17.1982       0.0000       0.0000      -1.3394       3.3748       0.0000       0.0000       0.0000       0.0000       1.1500       2.9907       1.1500      13.8924       0.5000    2299.7000       0.0000       0.0000
   2091.0000       0.0000       1.1125       3.1207       0.7236       2.3725      26.0000      20.0000      18.1870      17.1976       0.0000       0.0000      -1.4258       3.3505       0.0000       0.0000       0.0000       0.0000       1.1125       3.1207       1.1125      13.9184       0.5000    2299.7000       0.0000       0.0000
   2092.0000       0.0000       0.5875       3.2019       0.8588       2.3725      26.0000      20.0000      18.2406      17.1973       0.0000       0.0000      -1.4720       3.3376       0.0000       0.0000       0.0000       0.0000       0.5875       3.2019       0.5875      13.8273       0.5000    2299.7000       0.0000       0.0000
   2093.0000       0.0000       0.3875       3.2530       0.9993       2.3725      26.0000      20.0000      18.2893      17.1975       0.0000       0.0000      -1.4996       3.3298       0.0000       0.0000       0.0000       0.0000       0.3875       3.2530       0.3875      13.8138       0.5000    2299.7000       0.0000       0.0000
   2094.0000       0.0000      -0.2375       3.3282       1.1397       2.3725      26.0000      20.0000      18.3433      17.1976       0.0000       0.0000      -1.5068       3.3278       0.0000       0.0000       0.0000       0.0000      -0.2375       3.3282      -0.2375      13.6981       0.5000    2299.7000       0.0000       0.0000
   2095.0000       0.0000       0.3000       3.4836       1.2741       2.3725      26.0000      20.0000      18.3161      17.2079       0.0000       0.0000      -1.4840       3.3342       0.0000       0.0000       0.0000       0.0000       0.3000       3.4836       0.3000      13.8120       0.5000    2299.7000       0.0000       0.0000
   2096.0000       0.0000       2.7500       3.9208       1.4322       2.3725      26.0000      20.0000      18.1701      17.2082       0.0000       0.0000      -1.3675       3.3669       0.0000       0.0000       0.0000       0.0000       2.7500       3.9208       2.7500      14.3151       0.5000    2299.7000       0.0000       0.0000
   2097.0000       1.0000       5.1375       4.0852       1.6330       2.3725      26.0000      20.0000      22.2716      19.9355      19.9355      22.2716      -0.3138       3.6791      22.1711       0.0000       0.0000       0.0000      24.0000       4.0852       5.1375      17.9881       1.5995    2299.7000       0.0000       0.0000
   2098.0000       1.0000       7.1250       4.0707       1.8725       2.3725      26.0000      20.0000      22.1849      20.2326      20.2326      22.1849       0.7121       3.9819      24.1020       0.0000       0.0000       0.0000      24.0000       4.0707       7.1250      18.4199       1.5995    2299.7000       0.0000       0.0000
   2099.0000       1.0000       9.3000       4.1226       2.1446       2.3725      26.0000      20.0000      21.7678      20.2149      20.2149      21.7678       1.5378       4.2243      26.2164       0.0000       0.0000       0.0000      24.0000       4.1226       9.3000      18.6509       1.5995    2299.7000       0.0000       0.0000
   2100.0000       1.0000      11.9625       4.2092       2.5094       2.3725      26.0000      20.0000      21.5086      20.2114      20.2114      21.5086       2.2545       4.4457      28.0209       0.0000       0.0000       0.0000      24.0000       4.2092      11.9625      19.1221       1.5995    2299.7000       0.0000       0.0000
   2101.0000       1.0000      13.8875       3.8410       2.9504       2.3725      26.0000      20.0000      21.2957      20.2092      20.2092      21.2957       2.7077       4.5909      29.3089       0.0000       0.0000       0.0000      24.0000       4.0036      13.8875      19.4437       1.5995    2299.7000       0.0000       0.0000
   2102.0000       1.0000      15.4625       3.3986       3.4345       2.3725      26.0000      20.0000      21.1122      20.2080      20.2080      21.1122       2.9748       4.6786      30.2026       0.0000       0.0000       0.0000      24.0000       4.0000      15.4625      19.6998       1.5995    2299.7000       0.0000       0.0000
   2103.0000       1.0000      16.1250       2.9954       3.9373       2.3725      26.0000      20.0000      20.9579      20.2063      20.2063      20.9579       3.1076       4.7228      30.7761       0.0000       0.0000       0.0000      24.0000       4.0000      16.1250      19.7497       1.5995    2299.7000       0.0000       0.0000
   2104.0000       1.0000      16.1625       2.8609       4.4345       2.3725      26.0000      20.0000      20.8249      20.2067      20.2067      20.8249       3.1693       4.7435      31.1635       0.0000       0.0000       0.0000      24.0000       4.0000      16.1625      19.6593       1.5995    2299.7000       0.0000       0.0000
   2105.0000       1.0000      15.7875       2.9033       4.9255       2.3725      26.0000      20.0000      20.6625      20.2111      20.2111      20.6625       3.2210       4.7609      31.5915       0.0000       0.0000       0.0000      24.0000       4.0000      15.7875      19.4438       1.5995    2299.7000       0.0000       0.0000
   2106.0000       1.0000      14.3625       2.9860       5.4098       2.3725      26.0000      20.0000      20.4586      20.2231      20.2231      20.4586       3.2842       4.7822      32.1333       0.0000       0.0000       0.0000      24.0000       4.0000      14.3625      18.9346       1.5995    2299.7000       0.0000       0.0000
   2107.0000       0.0000      11.2000       3.0011       5.8471       2.3725      26.0000      20.0000      19.2363      19.3071       0.0000       0.0000       2.8996       4.6544       0.0000       0.0000       0.0000       0.0000      11.2000       3.0011      11.2000      17.2272       0.5000    2299.7000       0.0000       0.0000
   2108.0000       0.0000       9.9125       3.1524       6.2396       2.3725      26.0000      20.0000      17.8602      18.2098       0.0000       0.0000       2.1510       4.4131       0.0000       0.0000       0.0000       0.0000       9.9125       3.1524       9.9125      15.8733       0.5000    2299.7000       0.0000       0.0000
   2109.0000       0.0000       7.8875       3.0672       6.5874       2.3725      26.0000      20.0000      17.1110      17.4844       0.0000       0.0000       1.4966       4.2118       0.0000       0.0000       0.0000       0.0000       7.8875       3.0672       7.8875      14.8051       0.5000    2299.7000       0.0000       0.0000
   2110.0000       0.0000       5.8250       3.1682       6.8693       2.3725      26.0000      20.0000      17.0061      17.1747       0.0000       0.0000       1.0165       4.0692       0.0000       0.0000       0.0000       0.0000       5.8250       3.1682       5.8250      14.2108       0.5000    2299.7000       0.0000       0.0000
   2111.0000       0.0000       5.1000       3.3883       7.1005       2.3725      26.0000      20.0000      17.3366      17.1891       0.0000       0.0000       0.7706       3.9981       0.0000       0.0000       0.0000       0.0000       5.1000       3.3883       5.1000      14.2775       0.5000    2299.7000       0.0000       0.0000
   2112.0000       0.0000       4.5000       3.4446       7.2946       2.6191      26.0000      20.0000      17.5237      17.1935       0.0000       0.0000       0.5533       3.9361       0.0000       0.0000       0.0000       0.0000       4.5000       3.4446       4.5000      14.2678       0.5000    2299.7000       0.0000       0.0000
   2113.0000       0.0000       3.3375       3.4129       7.4289       3.3589      26.0000      20.0000      17.6539      17.1955       0.0000       0.0000       0.3975       3.8923       0.0000       0.0000       0.0000       0.0000       3.3375       3.4129       3.3375      14.0748       0.5000    2299.7000       0.0000       0.0000
   2114.0000       0.0000       2.3625       3.4759       7.4982       3.3589      26.0000      20.0000      17.7590      17.1959       0.0000       0.0000       0.2618       3.8545       0.0000       0.0000       0.0000       0.0000       2.3625       3.4759       2.3625      13.9099       0.5000    2299.7000       0.0000       0.0000
   2115.0000       0.0000       1.6750       3.5333       7.5308       3.3589      26.0000      20.0000      17.8489      17.1962       0.0000       0.0000       0.1599       3.8263       0.0000       0.0000       0.0000       0.0000       1.6750       3.5333       1.6750      13.8054       0.5000    2299.7000       0.0000       0.0000
   2116.0000       0.0000       0.5125       3.4402       7.5365       3.3589      26.0000      20.0000      17.9406      17.1962       0.0000       0.0000       0.0512       3.7964       0.0000       0.0000       0.0000       0.0000       0.5125       3.4402       0.5125      13.5836       0.5000    2299.7000       0.0000       0.0000
   2117.0000       0.0000       0.3500       3.5508       7.5332       3.3589      26.0000      20.0000      18.0117      17.1972       0.0000       0.0000      -0.0044       3.7721       0.0000       0.0000       0.0000       0.0000       0.3500       3.5508       0.3500      13.5963       0.5000    2299.7000       0.0000       0.0000
   2118.0000       0.0000      -0.2375       3.4728       7.5318       3.3589      26.0000      20.0000      18.0820      17.1974       0.0000       0.0000      -0.0751       3.7500       0.0000       0.0000       0.0000       0.0000      -0.2375       3.4728      -0.2375      13.5022       0.5000    2299.7000       0.0000       0.0000
   2119.0000       0.0000       0.6500       3.7395       7.5429       3.3589      26.0000      20.0000      18.0557      17.2071       0.0000       0.0000      -0.1090       3.7395       0.0000       0.0000       0.0000       0.0000       0.6500       3.7395       0.6500      13.7043       0.5000    2299.7000       0.0000       0.0000
