 	0-1                                                                                                                                                                                                                                                                                                         	°C                                                                                                                                                                                                                                                                                                          	g/kg                                                                                                                                                                                                                                                                                                        	°C                                                                                                                                                                                                                                                                                                          	°C                                                                                                                                                                                                                                                                                                          	°C                                                                                                                                                                                                                                                                                                          	°C                                                                                                                                                                                                                                                                                                          	°C                                                                                                                                                                                                                                                                                                          	°C                                                                                                                                                                                                                                                                                                          	°C                                                                                                                                                                                                                                                                                                          	°C                                                                                                                                                                                                                                                                                                          	°C                                                                                                                                                                                                                                                                                                          	g/kg                                                                                                                                                                                                                                                                                                        	%                                                                                                                                                                                                                                                                                                           	°C                                                                                                                                                                                                                                                                                                          	°C                                                                                                                                                                                                                                                                                                          	°C                                                                                                                                                                                                                                                                                                          	°C                                                                                                                                                                                                                                                                                                          	g/kg                                                                                                                                                                                                                                                                                                        	°C                                                                                                                                                                                                                                                                                                          	°C                                                                                                                                                                                                                                                                                                          	1/h                                                                                                                                                                                                                                                                                                         	m3                                                                                                                                                                                                                                                                                                          	0/1                                                                                                                                                                                                                                                                                                         	0                                                                                                                                                                                                                                                                                                           	
Period	Occupation_OFFICE_NE     	Tamb                     	X_amb                    	Tamb_m24                 	Tamb_g24                 	Tset_cl_OFFICE_NE        	Tset_ht_OFFICE_NE        	Tair_OFFICE_NE           	Top_OFFICE_NE            	ATop_OFFICE_NE           	ATair_OFFICE_NE          	Tdp_OFFICE_NE            	X_OFFICE_NE              	Arh_OFFICE_NE            	Tsup_al_OFFICE_NE        	Tout_al_OFFICE_NE        	Tsurf_al_OFFICE_NE       	Tsup_mv_OFFICE_NE        	X_mv_OFFICE_NE           	Tearthd_OFFICE_NE        	Thrc_OFFICE_NE           	ACR_tot_OFFICE_NE        	Vol_OFFICE_NE            	SHD_active_OFFICE_NE     	Zero                     	
     28.0000       0.0000      -2.3875       2.8471      -1.3469       3.4492      26.0000      20.0000      18.2611      17.1972       0.0000       0.0000      -1.2492       3.4005       0.0000       0.0000       0.0000       0.0000      -2.3875       2.8471      -2.3875      11.8736       0.5000     435.8000       0.0000       0.0000
     29.0000       0.0000      -2.5125       2.8135      -1.3887       3.4492      26.0000      20.0000      18.3241      17.1974       0.0000       0.0000      -1.5615       3.3127       0.0000       0.0000       0.0000       0.0000      -2.5125       2.8135      -2.5125      11.8116       0.5000     435.8000       0.0000       0.0000
     30.0000       0.0000      -2.7000       2.7693      -1.4330       3.4492      26.0000      20.0000      18.3826      17.1975       0.0000       0.0000      -1.8527       3.2327       0.0000       0.0000       0.0000       0.0000      -2.7000       2.7693      -2.7000      11.6826       0.5000     435.8000       0.0000       0.0000
     31.0000       0.0000      -2.9000       2.7193      -1.4816       3.4492      26.0000      20.0000      18.4369      17.1976       0.0000       0.0000      -2.1316       3.1578       0.0000       0.0000       0.0000       0.0000      -2.9000       2.7193      -2.9000      11.5369       0.5000     435.8000       0.0000       0.0000
     32.0000       0.0000      -3.1000       2.6445      -1.5370       3.4492      26.0000      20.0000      18.4874      17.1977       0.0000       0.0000      -2.4088       3.0849       0.0000       0.0000       0.0000       0.0000      -3.1000       2.6445      -3.1000      11.3874       0.5000     435.8000       0.0000       0.0000
     33.0000       1.0000      -3.2500       2.5533      -1.6029       3.4492      26.0000      20.0000      22.5057      19.9502      19.9502      22.5057      -1.1578       3.4318      20.3772       0.0000       0.0000       0.0000      24.0000       4.0000      -3.2500      15.2557       1.3300     435.8000       0.0000       0.0000
     34.0000       1.0000      -3.0500       2.5050      -1.6754       3.4492      26.0000      20.0000      22.4761      20.2263      20.2263      22.4761       0.7850       4.0040      23.8081       0.0000       0.0000       0.0000      24.0000       4.0000      -3.0500      15.4261       1.3300     435.8000       0.0000       0.0000
     35.0000       1.0000      -2.4875       2.4884      -1.7402       3.4492      26.0000      20.0000      22.0980      20.2151      20.2151      22.0980       2.0025       4.3670      26.5550       0.0000       0.0000       0.0000      24.0000       4.0000      -2.4875      15.6105       1.3300     435.8000       0.0000       0.0000
     36.0000       1.0000      -1.9250       2.5083      -1.7943       3.4492      26.0000      20.0000      21.8649      20.2098      20.2098      21.8649       2.7393       4.6014      28.3698       0.0000       0.0000       0.0000      24.0000       4.0000      -1.9250      15.8982       1.3300     435.8000       0.0000       0.0000
     37.0000       1.0000      -2.0375       2.4250      -1.8536       3.4492      26.0000      20.0000      21.7475      20.2024      20.2024      21.7475       3.1782       4.7466      29.4681       0.0000       0.0000       0.0000      24.0000       4.0000      -2.0375      15.7100       1.3300     435.8000       0.0000       0.0000
     38.0000       1.0000      -1.9125       2.4424      -1.9101       3.4492      26.0000      20.0000      21.6734      20.2013      20.2013      21.6734       3.4396       4.8350      30.1494       0.0000       0.0000       0.0000      24.0000       4.0000      -1.9125      15.7555       1.3300     435.8000       0.0000       0.0000
     39.0000       1.0000      -1.8375       2.4578      -1.9581       3.4492      26.0000      20.0000      21.6184      20.2012      20.2012      21.6184       3.6148       4.8952      30.6245       0.0000       0.0000       0.0000      24.0000       4.0000      -1.8375      15.7532       1.3300     435.8000       0.0000       0.0000
     40.0000       1.0000      -2.0250       2.4195      -2.0092       3.4492      26.0000      20.0000      21.6285      20.1965      20.1965      21.6285       3.7214       4.9321      30.8346       0.0000       0.0000       0.0000      24.0000       4.0000      -2.0250      15.6035       1.3300     435.8000       0.0000       0.0000
     41.0000       1.0000      -2.4000       2.3369      -2.0689       3.4492      26.0000      20.0000      21.5141      20.2080      20.2080      21.5141       3.7654       4.9475      31.1470       0.0000       0.0000       0.0000      24.0000       4.0000      -2.4000      15.1141       1.3300     435.8000       0.0000       0.0000
     42.0000       1.0000      -2.7875       2.2131      -2.1416       3.4492      26.0000      20.0000      21.5041      20.1978      20.1978      21.5041       3.7516       4.9427      31.1361       0.0000       0.0000       0.0000      24.0000       4.0000      -2.7875      14.7166       1.3300     435.8000       0.0000       0.0000
     43.0000       0.0000      -3.2375       2.1020      -2.2275       3.4492      26.0000      20.0000      18.5679      18.1102       0.0000       0.0000       3.0756       4.7136       0.0000       0.0000       0.0000       0.0000      -3.2375       2.1020      -3.2375      11.3304       0.5000     435.8000       0.0000       0.0000
     44.0000       0.0000      -4.4625       1.8975      -2.3465       3.4492      26.0000      20.0000      17.5357      17.1643       0.0000       0.0000       1.7726       4.2966       0.0000       0.0000       0.0000       0.0000      -4.4625       1.8975      -4.4625       9.0732       0.5000     435.8000       0.0000       0.0000
     45.0000       0.0000      -5.4875       1.7761      -2.5109       3.4492      26.0000      20.0000      17.9635      17.1864       0.0000       0.0000       0.4828       3.9174       0.0000       0.0000       0.0000       0.0000      -5.4875       1.7761      -5.4875       8.4760       0.5000     435.8000       0.0000       0.0000
     46.0000       0.0000      -5.9250       1.7390      -2.6979       3.4492      26.0000      20.0000      18.1823      17.1910       0.0000       0.0000      -0.6165       3.5858       0.0000       0.0000       0.0000       0.0000      -5.9250       1.7390      -5.9250       8.2573       0.5000     435.8000       0.0000       0.0000
     47.0000       0.0000      -6.9875       1.6280      -2.9090       3.4492      26.0000      20.0000      18.3407      17.1931       0.0000       0.0000      -1.6316       3.2940       0.0000       0.0000       0.0000       0.0000      -6.9875       1.6280      -6.9875       7.3532       0.5000     435.8000       0.0000       0.0000
     48.0000       0.0000      -7.9500       1.5470      -3.1554       2.9838      26.0000      20.0000      18.4719      17.1951       0.0000       0.0000      -2.6208       3.0309       0.0000       0.0000       0.0000       0.0000      -7.9500       1.5470      -7.9500       6.5219       0.5000     435.8000       0.0000       0.0000
     49.0000       0.0000      -8.1125       1.5488      -3.4085       1.5877      26.0000      20.0000      18.5716      17.1962       0.0000       0.0000      -3.5424       2.8032       0.0000       0.0000       0.0000       0.0000      -8.1125       1.5488      -8.1125       6.4591       0.5000     435.8000       0.0000       0.0000
     50.0000       0.0000      -8.7000       1.4866      -3.6672       1.5877      26.0000      20.0000      18.6639      17.1964       0.0000       0.0000      -4.3991       2.6059       0.0000       0.0000       0.0000       0.0000      -8.7000       1.4866      -8.7000       5.9639       0.5000     435.8000       0.0000       0.0000
     51.0000       0.0000      -8.7750       1.4812      -3.9380       1.5877      26.0000      20.0000      18.7389      17.1972       0.0000       0.0000      -5.2007       2.4329       0.0000       0.0000       0.0000       0.0000      -8.7750       1.4812      -8.7750       5.9639       0.5000     435.8000       0.0000       0.0000
     52.0000       0.0000      -8.7500       1.4980      -4.2045       1.5877      26.0000      20.0000      18.8005      17.1974       0.0000       0.0000      -5.9087       2.2889       0.0000       0.0000       0.0000       0.0000      -8.7500       1.4980      -8.7500       6.0505       0.5000     435.8000       0.0000       0.0000
     53.0000       0.0000      -9.4625       1.4087      -4.4847       1.5877      26.0000      20.0000      18.8681      17.1966       0.0000       0.0000      -6.5755       2.1606       0.0000       0.0000       0.0000       0.0000      -9.4625       1.4087      -9.4625       5.4056       0.5000     435.8000       0.0000       0.0000
     54.0000       0.0000      -9.5375       1.3993      -4.7728       1.5877      26.0000      20.0000      18.9253      17.1977       0.0000       0.0000      -7.2142       2.0438       0.0000       0.0000       0.0000       0.0000      -9.5375       1.3993      -9.5375       5.3878       0.5000     435.8000       0.0000       0.0000
     55.0000       0.0000      -9.6250       1.3885      -5.0553       1.5877      26.0000      20.0000      18.9767      17.1982       0.0000       0.0000      -7.7887       1.9438       0.0000       0.0000       0.0000       0.0000      -9.6250       1.3885      -9.6250       5.3517       0.5000     435.8000       0.0000       0.0000
     56.0000       0.0000      -9.4000       1.4207      -5.3241       1.5877      26.0000      20.0000      19.0157      17.1984       0.0000       0.0000      -8.2848       1.8610       0.0000       0.0000       0.0000       0.0000      -9.4000       1.4207      -9.4000       5.6157       0.5000     435.8000       0.0000       0.0000
     57.0000       1.0000      -9.4625       1.4383      -5.5854       1.5877      26.0000      20.0000      23.0198      19.9517      19.9517      23.0198      -5.6183       2.3621      13.5905       0.0000       0.0000       0.0000      24.0000       4.0000      -9.4625       9.5573       1.3300     435.8000       0.0000       0.0000
     58.0000       1.0000      -8.1625       1.6063      -5.8179       1.5877      26.0000      20.0000      22.9654      20.2268      20.2268      22.9654      -2.0584       3.1823      18.3934       0.0000       0.0000       0.0000      24.0000       4.0000      -8.1625      10.8029       1.3300     435.8000       0.0000       0.0000
     59.0000       1.0000      -6.3750       1.7687      -5.9991       1.5877      26.0000      20.0000      22.5795      20.2148      20.2148      22.5795      -0.1375       3.7325      22.0642       0.0000       0.0000       0.0000      24.0000       4.0000      -6.3750      12.2045       1.3300     435.8000       0.0000       0.0000
     60.0000       1.0000      -4.6625       1.8450      -6.1295       1.5877      26.0000      20.0000      22.3304      20.2098      20.2098      22.3304       1.1276       4.1025      24.6063       0.0000       0.0000       0.0000      24.0000       4.0000      -4.6625      13.6679       1.3300     435.8000       0.0000       0.0000
     61.0000       1.0000      -4.4750       1.7393      -6.2334       1.5877      26.0000      20.0000      22.1701      20.2042      20.2042      22.1701       1.9044       4.3361      26.2522       0.0000       0.0000       0.0000      24.0000       4.0000      -4.4750      13.6951       1.3300     435.8000       0.0000       0.0000
     62.0000       1.0000      -4.3750       1.6789      -6.3356       1.5877      26.0000      20.0000      22.0708      20.2024      20.2024      22.0708       2.3427       4.4734      27.2416       0.0000       0.0000       0.0000      24.0000       4.0000      -4.3750      13.6958       1.3300     435.8000       0.0000       0.0000
     63.0000       1.0000      -4.3125       1.6815      -6.4368       1.5877      26.0000      20.0000      22.0180      20.2004      20.2004      22.0180       2.6113       4.5596      27.8517       0.0000       0.0000       0.0000      24.0000       4.0000      -4.3125      13.7055       1.3300     435.8000       0.0000       0.0000
     64.0000       1.0000      -5.4000       1.5590      -6.5627       1.5877      26.0000      20.0000      22.0299      20.1957      20.1957      22.0299       2.7533       4.6057      28.1113       0.0000       0.0000       0.0000      24.0000       4.0000      -5.4000      12.6299       1.3300     435.8000       0.0000       0.0000
     65.0000       1.0000      -6.1000       1.5295      -6.7134       1.5877      26.0000      20.0000      21.9325      20.2062      20.2062      21.9325       2.8111       4.6247      28.3941       0.0000       0.0000       0.0000      24.0000       4.0000      -6.1000      11.8325       1.3300     435.8000       0.0000       0.0000
     66.0000       1.0000      -6.7250       1.5130      -6.8733       1.5877      26.0000      20.0000      21.9311      20.1972      20.1972      21.9311       2.8417       4.6347      28.4579       0.0000       0.0000       0.0000      24.0000       4.0000      -6.7250      11.2061       1.3300     435.8000       0.0000       0.0000
     67.0000       0.0000      -7.4375       1.4773      -7.0463       1.5877      26.0000      20.0000      18.5027      17.7985       0.0000       0.0000       2.0673       4.3884       0.0000       0.0000       0.0000       0.0000      -7.4375       1.4773      -7.4375       7.0652       0.5000     435.8000       0.0000       0.0000
     68.0000       0.0000      -7.7875       1.4572      -7.2008       1.5877      26.0000      20.0000      17.9816      17.1724       0.0000       0.0000       0.5604       3.9397       0.0000       0.0000       0.0000       0.0000      -7.7875       1.4572      -7.7875       6.1941       0.5000     435.8000       0.0000       0.0000
     69.0000       0.0000      -8.0250       1.4486      -7.3167       1.5877      26.0000      20.0000      18.3667      17.1882       0.0000       0.0000      -0.7114       3.5579       0.0000       0.0000       0.0000       0.0000      -8.0250       1.4486      -8.0250       6.3417       0.5000     435.8000       0.0000       0.0000
     70.0000       0.0000      -8.4250       1.4332      -7.4210       1.5877      26.0000      20.0000      18.5638      17.1934       0.0000       0.0000      -1.8549       3.2331       0.0000       0.0000       0.0000       0.0000      -8.4250       1.4332      -8.4250       6.1388       0.5000     435.8000       0.0000       0.0000
     71.0000       0.0000      -8.9625       1.4020      -7.5131       1.5877      26.0000      20.0000      18.6967      17.1956       0.0000       0.0000      -2.9245       2.9542       0.0000       0.0000       0.0000       0.0000      -8.9625       1.4020      -8.9625       5.7342       0.5000     435.8000       0.0000       0.0000
     72.0000       0.0000      -9.4875       1.3681      -7.5799       0.9445      26.0000      20.0000      18.8001      17.1957       0.0000       0.0000      -3.9219       2.7143       0.0000       0.0000       0.0000       0.0000      -9.4875       1.3681      -9.4875       5.3126       0.5000     435.8000       0.0000       0.0000
     73.0000       0.0000     -10.7500       1.2281      -7.6743      -0.9851      26.0000      20.0000      18.9070      17.1956       0.0000       0.0000      -4.9048       2.4957       0.0000       0.0000       0.0000       0.0000     -10.7500       1.2281     -10.7500       4.1570       0.5000     435.8000       0.0000       0.0000
     74.0000       0.0000     -10.2250       1.3028      -7.7583      -0.9851      26.0000      20.0000      18.9771      17.1978       0.0000       0.0000      -5.8252       2.3056       0.0000       0.0000       0.0000       0.0000     -10.2250       1.3028     -10.2250       4.7521       0.5000     435.8000       0.0000       0.0000
     75.0000       0.0000     -10.2250       1.3282      -7.8150      -0.9851      26.0000      20.0000      19.0369      17.1975       0.0000       0.0000      -6.6047       2.1552       0.0000       0.0000       0.0000       0.0000     -10.2250       1.3282     -10.2250       4.8119       0.5000     435.8000       0.0000       0.0000
     76.0000       0.0000     -10.8000       1.2655      -7.8949      -0.9851      26.0000      20.0000      19.1003      17.1976       0.0000       0.0000      -7.3354       2.0224       0.0000       0.0000       0.0000       0.0000     -10.8000       1.2655     -10.8000       4.3003       0.5000     435.8000       0.0000       0.0000
     77.0000       0.0000      -9.7500       1.3859      -7.9379      -0.9851      26.0000      20.0000      19.1311      17.1996       0.0000       0.0000      -7.9624       1.9145       0.0000       0.0000       0.0000       0.0000      -9.7500       1.3859      -9.7500       5.3811       0.5000     435.8000       0.0000       0.0000
     78.0000       0.0000      -8.7625       1.4784      -7.9194      -0.9851      26.0000      20.0000      19.1471      17.2005       0.0000       0.0000      -8.4044       1.8415       0.0000       0.0000       0.0000       0.0000      -8.7625       1.4784      -8.7625       6.3846       0.5000     435.8000       0.0000       0.0000
     79.0000       0.0000      -8.2375       1.5014      -7.8694      -0.9851      26.0000      20.0000      19.1577      17.1999       0.0000       0.0000      -8.7394       1.7880       0.0000       0.0000       0.0000       0.0000      -8.2375       1.5014      -8.2375       6.9202       0.5000     435.8000       0.0000       0.0000
     80.0000       0.0000      -7.9250       1.5385      -7.8101      -0.9851      26.0000      20.0000      19.1707      17.2005       0.0000       0.0000      -9.0074       1.7462       0.0000       0.0000       0.0000       0.0000      -7.9250       1.5385      -7.9250       7.2457       0.5000     435.8000       0.0000       0.0000
     81.0000       1.0000      -7.1625       1.6550      -7.7268      -0.9851      26.0000      20.0000      23.1398      19.9534      19.9534      23.1398      -5.9395       2.3005      13.1376       0.0000       0.0000       0.0000      24.0000       4.0000      -7.1625      11.9773       1.3300     435.8000       0.0000       0.0000
     82.0000       1.0000      -6.1250       1.7712      -7.6344      -0.9851      26.0000      20.0000      23.0473      20.2294      20.2294      23.0473      -2.1084       3.1695      18.2297       0.0000       0.0000       0.0000      24.0000       4.0000      -6.1250      12.9223       1.3300     435.8000       0.0000       0.0000
     83.0000       1.0000      -5.2375       1.8481      -7.5713      -0.9851      26.0000      20.0000      22.6447      20.2148      20.2148      22.6447      -0.1110       3.7400      22.0215       0.0000       0.0000       0.0000      24.0000       4.0000      -5.2375      13.4072       1.3300     435.8000       0.0000       0.0000
